siteID	coverage1	coverage2	coverage3	coverage4	coverage5	coverage6	coverage7	coverage8	coverage9	coverage10	coverage11	coverage12	coverage13	coverage14	coverage15	coverage16	coverage17	coverage18
Contig7753_818	28	27	23	33	21	26	22	41	41	35	20	33	31	35	49	19	33	37
Contig77609_365	18	12	17	20	15	15	25	17	17	42	52	14	20	33	30	30	28	16
Contig77611_3584	11	14	11	12	10	12	20	17	18	6	6	10	17	13	15	16	12	18
Contig77615_3754	19	13	16	26	20	13	20	14	27	25	23	25	30	31	35	37	28	24
Contig77615_3810	18	13	11	17	4	5	20	17	18	25	23	15	27	25	27	23	21	13
Contig77615_3814	19	13	12	17	6	6	22	14	17	21	26	15	26	30	28	29	21	17
Contig77688_2231	15	22	13	17	13	15	24	19	24	23	27	19	34	38	24	28	23	33
Contig77688_2235	14	16	12	15	13	16	24	19	21	20	28	19	28	32	22	26	23	29
Contig77689_2810	25	21	28	22	18	16	23	23	27	38	25	20	34	33	45	41	30	28
Contig77689_2820	25	17	26	24	17	16	24	16	24	31	23	16	29	33	42	38	22	28
Contig77708_6803	29	18	20	25	20	18	24	20	27	50	51	15	37	43	56	45	41	30
Contig77729_2921	14	10	13	14	9	10	12	12	11	19	14	13	21	24	17	21	11	17
Contig77729_2930	27	21	22	26	19	20	24	20	26	30	27	25	36	36	28	29	21	29
Contig77729_2932	25	19	23	25	20	21	26	23	24	30	26	26	37	36	30	34	24	30
Contig77729_2936	24	22	25	25	19	21	27	23	25	29	30	24	37	37	32	35	21	31
Contig77735_5169	18	17	21	20	24	18	30	25	22	31	43	18	44	43	48	48	35	25
Contig77735_5211	23	21	23	24	20	16	32	29	15	29	25	17	31	35	44	48	26	20
Contig77735_5257	23	22	16	18	12	13	24	22	15	29	22	21	28	31	30	27	25	23
Contig77745_82	13	15	12	9	16	9	11	15	22	18	16	11	17	21	26	18	24	15
Contig77745_3368	20	15	19	23	19	12	28	18	34	24	5	22	27	34	26	26	23	23
Contig77756_9207	26	21	24	24	19	16	23	23	31	34	45	22	34	36	45	32	28	27
Contig7776_3329	10	19	18	18	11	17	19	18	16	11	8	11	20	19	17	24	17	14
Contig7776_9236	33	21	29	29	14	26	31	23	33	39	23	25	38	38	36	36	31	28
Contig7776_9702	15	12	18	14	13	13	20	24	23	26	17	20	22	31	31	26	27	21
Contig7776_9706	15	11	17	14	13	12	18	21	22	24	16	17	25	31	29	28	24	22
Contig77778_10104	26	19	21	18	21	29	27	23	29	15	24	25	23	31	25	25	21	17
Contig77778_10108	24	19	24	21	21	27	27	22	31	16	23	19	23	28	22	27	21	15
Contig77778_10121	13	11	13	12	12	14	15	11	18	11	13	13	16	15	13	11	12	8
Contig77783_7100	25	19	24	21	23	17	24	20	24	25	32	19	33	28	36	36	31	27
Contig77783_7107	17	18	16	19	21	12	20	17	20	21	23	17	28	19	30	30	26	20
Contig77783_7158	14	10	12	11	11	7	12	12	18	18	19	12	16	16	19	20	16	14
Contig77783_7255	9	12	19	15	16	12	20	13	22	19	23	20	25	32	28	26	21	20
Contig77783_7257	10	11	18	16	13	10	21	12	21	18	20	17	22	32	28	25	21	18
Contig77839_1062	19	22	24	21	17	15	22	16	23	27	28	20	48	36	31	32	30	23
Contig77839_1065	18	22	24	21	15	13	18	16	23	26	26	18	45	35	31	30	32	20
Contig77846_1010	10	12	12	14	13	11	12	13	16	21	19	11	22	32	31	23	12	10
Contig77846_1019	17	15	17	21	10	12	21	16	15	12	15	17	21	35	33	23	20	14
Contig77846_1031	23	19	24	30	16	11	21	25	21	8	23	18	25	31	35	27	27	16
Contig77846_1041	26	25	28	29	17	15	25	23	25	17	35	19	33	35	38	40	34	21
Contig77846_1047	28	22	26	33	19	15	27	24	28	23	37	20	34	38	36	48	38	24
Contig7785_957	22	15	36	36	20	12	34	15	45	22	31	29	43	60	45	43	15	31
Contig7785_966	17	12	30	32	26	10	28	11	35	14	24	19	34	60	41	32	13	22
Contig77876_2036	14	10	15	12	10	10	14	12	17	15	28	4	22	27	30	29	18	10
Contig77913_7854	22	20	21	13	20	9	24	18	28	18	15	15	31	44	21	27	25	31
Contig77949_4659	17	9	19	17	10	5	22	15	24	19	29	15	26	33	21	26	13	16
Contig77960_1043	17	23	15	12	9	10	24	20	18	13	13	17	25	28	26	31	20	16
Contig77962_114	16	12	14	14	14	18	21	12	17	10	8	18	15	19	15	17	10	16
Contig77977_13765	17	16	23	24	16	14	23	20	20	27	43	18	29	31	45	36	30	21
Contig77977_13801	18	23	17	15	20	9	17	20	28	31	49	18	37	43	43	39	32	22
Contig77977_13807	22	24	18	13	20	11	20	19	27	39	55	18	46	40	49	48	33	27
Contig77977_13827	17	23	19	20	15	10	24	21	25	48	61	17	51	43	54	54	35	31
Contig77977_13832	21	21	24	23	13	10	27	19	25	44	62	19	48	42	52	54	40	31
Contig77977_13846	20	20	19	21	13	8	21	20	24	36	52	16	45	37	43	45	35	28
Contig77977_13852	21	18	16	19	12	7	17	19	20	28	46	16	34	26	39	40	35	23
Contig77977_13881	20	16	14	15	16	6	15	19	23	22	50	13	34	30	38	36	32	23
Contig780_12434	10	24	11	14	12	14	19	14	17	19	11	16	20	26	24	20	19	21
Contig780_12449	18	28	16	19	21	16	22	17	21	25	14	23	30	28	30	21	20	25
Contig780_12460	20	26	21	23	18	18	29	21	22	24	24	22	29	24	33	31	26	28
Contig780_12473	22	24	18	22	19	15	30	26	24	16	20	23	37	29	33	29	31	32
Contig780_12475	22	22	19	24	22	15	31	27	25	17	18	21	33	30	37	34	32	30
Contig780_12491	21	28	13	19	20	11	28	24	26	16	12	22	30	33	39	31	28	30
Contig780_12510	22	20	11	16	16	12	23	19	21	14	10	18	20	30	28	23	21	19
Contig78012_3581	13	12	9	20	11	6	13	16	15	11	13	10	21	28	20	19	21	13
Contig78012_3585	18	13	11	20	14	10	16	17	18	14	16	14	24	33	27	23	23	18
Contig78012_3606	13	20	21	24	17	12	20	18	24	21	18	16	24	31	33	25	24	25
Contig78050_2893	13	16	14	18	10	8	19	13	16	16	23	11	23	25	29	22	18	12
Contig78055_1954	14	12	13	13	14	11	12	10	17	10	10	12	15	20	19	17	13	15
Contig78062_2068	12	15	13	13	17	20	25	15	14	10	3	14	15	23	13	16	13	21
Contig78062_4628	24	26	20	30	13	13	15	24	25	28	22	35	34	24	31	24	25	32
Contig78062_4632	22	23	18	29	15	13	19	22	27	27	18	31	39	23	29	26	24	30
Contig78162_6910	11	8	9	10	12	13	10	10	11	19	14	11	14	17	13	12	10	12
Contig7822_1870	24	17	11	21	6	12	14	21	24	34	13	10	10	34	19	13	33	11
Contig78220_1423	20	17	15	23	14	13	18	24	20	32	39	17	37	36	46	33	28	13
Contig78220_1457	24	16	35	31	23	19	26	24	27	52	68	21	48	42	48	49	40	27
Contig78220_1463	26	18	29	29	20	18	30	23	26	51	63	22	45	47	46	56	43	29
Contig78222_258	15	20	24	5	15	6	19	28	19	20	25	10	23	34	23	31	17	19
Contig78222_262	12	21	26	9	16	8	23	29	21	26	29	10	26	36	29	35	20	21
Contig78222_357	20	13	22	19	10	17	26	19	25	35	37	18	36	43	33	39	24	25
Contig78266_7058	11	10	13	8	6	11	11	10	11	20	7	7	13	12	12	12	11	13
Contig78268_7496	27	30	23	27	28	32	27	32	35	35	10	30	25	29	31	30	21	33
Contig78280_11891	41	34	42	42	40	37	43	41	39	36	40	43	42	37	37	37	41	40
Contig78280_11893	43	38	44	43	43	44	42	43	45	42	42	43	45	44	43	41	35	41
Contig78280_11897	46	42	51	43	46	46	47	45	48	45	46	48	48	42	46	43	37	44
Contig78284_253	24	18	22	24	15	15	25	21	33	38	41	25	41	41	53	41	32	25
Contig78284_268	28	18	16	20	10	14	22	19	20	42	41	17	26	33	45	40	32	24
Contig78284_1706	15	19	13	21	12	11	17	15	14	36	37	13	33	28	30	34	31	19
Contig78284_1731	22	12	19	21	12	12	20	19	15	42	45	15	24	29	39	37	27	19
Contig78284_1741	22	15	22	22	21	14	26	24	25	41	46	19	28	31	40	42	36	19
Contig78284_1760	23	19	22	26	18	12	25	18	32	49	48	23	43	43	46	44	41	25
Contig78284_1795	26	13	20	18	9	12	20	18	14	43	41	13	37	31	47	34	30	16
Contig78284_1802	24	10	19	18	9	13	17	17	15	40	44	15	39	28	45	36	23	17
Contig78284_1813	23	9	21	19	11	14	18	22	13	43	46	15	41	29	47	34	25	14
Contig78284_1815	17	12	21	17	9	16	17	20	13	40	44	14	42	27	43	37	27	15
Contig78284_1833	9	11	19	23	14	10	21	17	17	37	44	12	26	33	39	42	25	13
Contig78284_1854	17	25	24	21	21	13	22	16	23	39	44	14	31	36	38	43	26	16
Contig78284_1880	34	16	35	32	20	15	32	29	31	41	47	20	43	42	51	39	42	33
Contig78284_1893	27	12	33	24	22	15	30	29	29	37	42	17	39	37	51	37	34	31
Contig78284_3005	11	15	12	15	13	8	10	12	24	27	15	13	18	14	19	16	20	18
Contig78284_3012	18	18	18	19	15	8	12	15	25	32	18	15	22	18	26	19	26	25
Contig78284_3121	14	11	21	25	9	17	23	22	25	37	45	19	28	33	38	39	29	25
Contig78284_3137	15	15	22	20	10	11	22	24	23	34	37	14	32	35	38	35	25	25
Contig78284_3172	16	11	19	22	13	17	27	16	17	47	47	13	39	29	43	42	38	25
Contig78284_3270	17	11	13	14	12	10	11	15	11	29	27	11	12	21	22	29	9	12
Contig78284_3358	15	16	12	16	14	11	15	14	25	22	41	11	26	37	34	40	15	16
Contig78284_3405	22	17	27	25	9	11	23	24	17	29	50	16	41	37	38	42	31	22
Contig78284_3427	17	16	22	19	10	10	12	19	16	25	34	18	28	26	30	26	25	15
Contig78284_3450	14	14	26	12	10	7	12	21	13	25	37	11	29	30	29	30	23	18
Contig78284_3518	16	10	19	22	13	11	20	11	18	28	31	13	30	30	33	30	27	19
Contig78284_3532	14	16	16	17	14	10	19	8	15	25	29	15	24	26	26	16	22	14
Contig78284_3537	16	20	15	23	19	11	24	10	16	28	31	14	24	31	26	17	24	16
Contig78284_4534	18	17	21	26	13	11	17	19	22	18	23	18	29	34	32	29	25	22
Contig78284_4613	20	15	12	17	8	10	18	17	15	18	16	16	22	27	20	24	16	20
Contig78284_4616	18	18	14	18	10	10	21	18	17	21	19	17	23	32	19	27	14	20
Contig78297_1615	18	15	21	19	12	16	21	22	29	33	32	16	29	33	37	30	22	21
Contig78304_80	16	15	9	10	13	11	12	10	14	12	2	13	22	19	17	21	9	17
Contig78325_8120	37	48	35	46	51	44	56	48	52	37	24	52	41	40	39	42	38	41
Contig78325_8131	39	49	46	57	58	47	59	51	58	37	25	57	55	42	50	45	53	52
Contig78325_8142	39	41	51	50	48	42	50	46	53	38	28	41	47	42	51	53	50	43
Contig78325_8159	27	23	25	32	22	25	32	31	30	20	19	27	28	28	36	28	28	19
Contig78325_8337	24	17	20	19	16	14	22	21	25	27	19	19	25	21	23	33	31	19
Contig78325_8538	18	13	18	18	12	14	21	21	25	17	11	17	26	21	23	30	19	15
Contig78345_2562	23	17	20	12	16	15	21	11	20	15	22	19	22	30	27	24	18	25
Contig78345_2572	24	16	24	15	14	11	18	13	25	19	18	19	21	36	28	33	17	29
Contig78368_1660	21	26	26	23	17	16	25	21	27	32	34	20	30	29	37	30	43	37
Contig78368_1706	28	19	26	21	20	23	26	27	28	29	25	15	29	33	37	30	33	31
Contig78368_1710	28	17	25	24	21	24	26	28	26	28	26	16	33	35	37	35	36	28
Contig78368_1722	28	21	24	27	23	20	22	21	24	32	32	16	39	42	42	39	33	27
Contig78368_1743	23	19	18	24	21	14	21	25	28	35	32	21	35	41	39	39	31	29
Contig78368_2432	26	15	24	27	14	10	25	22	20	24	47	15	32	48	43	45	30	27
Contig78368_2438	30	14	26	24	18	13	27	24	21	32	56	15	42	52	45	48	32	26
Contig78368_2449	29	17	31	30	19	14	34	25	27	42	63	19	53	47	48	55	37	29
Contig78368_2462	20	13	29	20	12	11	24	23	23	41	44	18	44	35	39	49	34	19
Contig78368_2480	20	17	21	29	15	9	23	18	19	32	51	13	32	39	41	51	35	26
Contig78368_2511	20	14	32	24	14	11	24	19	12	43	60	18	36	45	59	55	45	29
Contig78368_2520	22	17	37	25	16	16	27	22	19	41	61	24	44	46	58	59	44	23
Contig78368_2539	21	14	29	30	14	14	25	19	21	42	58	19	37	39	46	51	28	21
Contig78368_2613	23	15	14	16	18	8	20	18	25	37	50	13	32	31	35	30	24	13
Contig78368_2617	22	17	16	16	17	7	18	17	25	38	43	11	31	33	34	31	27	16
Contig78368_2648	20	13	21	19	10	11	6	13	18	33	46	11	27	34	40	38	23	14
Contig78368_2816	11	13	17	18	15	20	17	16	24	21	23	13	28	33	25	26	21	22
Contig78412_3331	26	12	14	23	12	10	22	27	29	37	39	15	31	17	38	30	21	28
Contig78412_3368	24	15	18	23	12	18	25	24	25	47	46	20	43	36	35	44	22	29
Contig78412_3453	19	10	12	22	12	11	21	20	17	40	38	12	31	35	41	45	18	14
Contig78412_3464	27	18	25	26	18	14	25	24	22	40	50	19	39	42	48	52	37	34
Contig78412_3467	27	27	27	29	16	17	27	24	23	38	54	19	35	48	53	52	38	31
Contig78412_3478	28	27	31	27	19	17	32	25	21	50	52	21	40	49	52	52	46	35
Contig78412_3481	25	26	30	29	17	15	30	24	27	47	52	21	41	47	53	54	44	37
Contig78412_3502	25	19	11	25	11	19	20	25	24	45	46	23	41	39	51	50	16	27
Contig78412_3523	25	27	12	26	10	26	27	25	26	40	53	23	40	40	56	47	15	29
Contig78412_3528	20	21	9	21	6	19	26	21	22	36	48	21	34	38	46	45	11	21
Contig78445_999	22	18	19	20	12	11	23	23	31	22	9	23	24	32	29	31	31	27
Contig78445_1002	20	18	21	23	16	11	25	22	31	20	9	25	27	28	33	31	26	27
Contig78479_2066	27	23	20	20	22	17	22	13	28	46	45	21	33	35	44	35	35	25
Contig78479_2083	10	13	15	21	11	12	24	10	18	42	39	11	20	10	14	22	10	24
Contig78479_2172	27	20	28	34	11	9	28	31	20	33	69	22	45	42	58	54	30	23
Contig78479_6094	10	16	14	12	4	10	16	11	15	28	23	10	25	25	25	23	24	14
Contig78479_6097	10	16	15	14	3	12	15	13	13	27	22	11	26	27	22	23	20	11
Contig78479_6121	16	10	10	13	4	6	13	17	12	22	16	10	21	17	22	29	18	9
Contig78479_6126	15	10	11	13	8	3	12	12	12	17	18	15	21	19	23	27	17	10
Contig78510_12946	21	21	19	15	13	17	23	16	26	20	8	23	32	22	26	22	19	20
Contig78550_3453	17	15	10	14	16	7	11	17	21	21	13	16	24	22	20	28	17	20
Contig78583_192	15	8	31	13	15	21	16	24	13	26	25	18	30	43	39	32	32	18
Contig78583_200	17	13	33	16	18	25	19	27	16	35	35	22	37	44	41	40	42	25
Contig78583_203	18	15	36	21	20	25	19	29	17	35	34	25	41	47	41	40	39	27
Contig78583_220	20	16	16	17	17	16	15	27	22	33	36	24	29	34	31	36	25	26
Contig7859_7306	21	14	18	19	10	15	24	22	23	26	24	26	27	34	27	28	29	28
Contig786_18553	21	15	18	21	8	8	19	19	16	33	30	9	23	26	39	32	21	14
Contig786_18562	17	13	17	19	13	7	20	14	17	29	36	11	28	26	36	30	18	22
Contig786_18567	15	11	20	20	14	7	20	16	10	32	41	10	27	30	39	32	17	23
Contig786_18620	17	10	21	21	13	11	12	17	27	35	32	15	27	28	28	36	26	20
Contig786_21682	15	16	16	17	13	12	20	13	25	13	6	18	18	29	15	26	14	22
Contig786_21688	16	20	18	21	17	15	23	10	24	13	10	18	22	29	18	28	16	23
Contig786_21737	20	19	14	16	14	13	27	20	24	11	8	25	34	37	21	33	20	23
Contig78612_1990	22	14	22	25	18	18	20	14	23	15	14	17	28	37	38	36	22	25
Contig78612_1993	22	14	20	26	18	16	22	19	25	17	14	20	33	37	39	39	20	22
Contig78612_2049	16	24	17	21	10	6	20	14	17	18	22	17	33	37	32	32	23	21
Contig78612_2079	17	28	22	23	18	17	31	24	29	19	25	18	31	41	34	39	28	24
Contig78612_2095	11	19	18	17	15	13	18	19	28	18	29	23	33	32	28	33	21	20
Contig78613_1184	18	6	14	13	11	9	17	24	14	23	14	12	22	22	23	26	20	15
Contig78613_1239	18	17	19	20	13	12	13	17	18	15	21	16	28	38	23	31	20	21
Contig78621_3223	10	13	11	19	9	9	17	10	13	12	18	12	24	21	13	20	12	11
Contig78636_8036	17	15	29	24	10	9	28	22	19	37	43	14	35	47	40	35	36	14
Contig78636_8073	18	16	24	18	13	15	20	19	27	38	52	17	36	34	43	34	22	23
Contig78636_8077	18	20	26	19	15	17	20	21	31	37	57	20	38	39	44	41	24	20
Contig78636_8084	17	21	23	17	16	15	19	20	26	37	56	19	37	36	38	42	26	18
Contig78636_8089	18	20	17	17	16	13	19	20	24	33	50	16	34	36	38	36	25	18
Contig78636_8096	14	15	18	13	10	14	16	16	17	29	47	15	25	33	33	33	26	15
Contig78651_476	10	5	13	10	17	12	11	6	15	9	8	10	18	14	17	17	17	10
Contig78651_504	26	12	25	19	22	17	28	9	33	26	24	22	29	33	34	30	35	22
Contig78651_509	21	10	19	15	12	13	22	4	22	20	20	18	23	25	31	22	29	19
Contig78654_1196	17	20	16	21	14	16	9	18	15	37	27	19	28	26	32	25	22	21
Contig78654_1214	13	12	20	12	9	17	11	14	17	37	26	10	29	29	35	23	21	18
Contig78654_1232	12	12	20	18	9	9	16	15	17	30	22	8	25	26	35	29	23	12
Contig78654_1294	15	16	17	23	16	8	23	25	8	38	33	13	27	28	40	30	22	21
Contig78654_1304	18	18	18	26	12	9	22	22	16	35	35	17	36	30	41	34	26	24
Contig78654_1322	14	15	13	26	8	6	19	16	16	28	29	11	29	27	38	30	21	25
Contig78654_1340	21	15	11	16	11	10	16	13	18	26	30	15	26	29	35	34	26	20
Contig78654_5896	26	21	31	22	20	20	24	20	28	31	38	22	36	40	39	40	29	30
Contig78721_267	19	16	21	22	20	17	23	12	17	13	7	13	33	38	30	35	27	16
Contig78724_1245	11	12	18	15	9	9	18	13	16	14	31	8	21	20	33	35	15	12
Contig78724_1264	18	6	13	12	14	17	14	18	17	17	35	12	27	28	41	37	20	19
Contig78724_1313	18	17	15	17	15	9	22	23	43	27	33	12	49	30	42	41	27	18
Contig78724_1315	21	15	14	20	13	11	22	25	48	30	31	12	51	28	48	41	28	19
Contig78724_1328	25	13	12	25	14	11	23	33	62	34	30	10	58	27	58	41	25	20
Contig78724_1330	26	14	10	24	15	12	19	30	53	31	32	11	60	28	57	42	23	20
Contig78729_15898	15	12	19	14	10	13	19	13	12	12	12	9	19	15	22	16	15	10
Contig78729_15905	15	15	22	15	11	14	24	13	16	17	13	10	23	16	23	19	18	10
Contig78733_5670	26	19	26	31	19	17	28	29	32	44	44	25	38	43	42	43	38	25
Contig78733_5782	16	12	17	20	13	8	17	15	12	18	24	13	20	20	20	20	20	14
Contig78741_1060	15	2	32	22	18	14	24	5	12	23	25	14	26	32	18	39	34	17
Contig78741_1070	18	2	35	21	23	15	31	5	11	27	28	18	33	36	24	39	39	21
Contig78746_495	16	26	20	24	17	16	22	21	29	18	21	14	26	21	35	34	28	22
Contig78746_499	29	37	36	37	29	27	37	28	40	30	30	30	39	38	49	48	40	38
Contig78746_532	26	24	34	31	31	17	40	40	31	17	5	34	43	39	34	36	14	39
Contig78746_545	21	22	28	24	24	17	30	33	31	22	11	32	39	36	33	37	15	34
Contig78746_655	21	19	13	15	21	17	24	16	15	22	18	14	22	34	31	32	20	21
Contig78746_659	19	17	12	15	20	15	22	17	16	17	17	11	25	31	30	33	19	17
Contig78746_662	20	18	15	14	17	15	24	19	15	18	17	12	23	32	34	34	22	18
Contig78755_1208	18	15	19	18	17	13	19	16	21	23	19	17	22	18	23	19	22	16
Contig78755_7105	24	12	15	19	11	13	17	22	26	30	38	14	31	43	27	41	25	13
Contig78755_7111	19	14	15	19	11	13	18	19	23	28	31	9	29	37	26	39	22	16
Contig78755_7120	19	11	12	19	9	12	15	22	17	30	31	9	29	29	22	34	23	10
Contig7884_161	30	13	23	22	24	25	20	33	28	18	11	29	15	30	26	20	31	33
Contig7884_174	35	17	30	30	26	36	33	38	40	24	14	35	19	35	33	30	36	37
Contig7893_1630	27	16	19	22	9	17	20	17	20	31	25	18	26	35	31	28	34	22
Contig7893_1638	24	13	16	17	11	13	20	17	15	33	22	18	22	29	30	30	30	16
Contig7893_1864	19	19	19	19	11	10	22	22	31	36	45	12	29	36	39	48	35	18
Contig7893_1919	27	22	19	24	15	12	25	23	19	35	44	23	38	39	48	43	30	33
Contig7893_1933	29	28	30	31	21	23	34	27	20	41	54	28	49	43	57	44	39	34
Contig7893_1940	31	28	30	30	21	20	32	23	25	48	47	26	47	39	55	45	38	36
Contig7893_1950	25	18	22	22	16	13	20	17	19	42	36	19	33	31	41	34	30	25
Contig7893_2132	22	15	23	23	12	10	23	22	18	24	38	7	36	33	32	43	27	14
Contig7893_2145	20	17	21	20	14	10	19	18	15	22	33	5	32	26	34	39	19	9
Contig78944_3163	21	19	22	26	18	20	30	31	26	43	27	22	26	33	41	39	28	34
Contig78944_3198	14	19	20	16	14	12	19	14	26	32	24	10	20	20	29	22	25	13
Contig78968_14300	18	15	16	22	13	13	16	15	15	18	18	18	19	17	33	24	23	17
Contig79004_630	27	10	17	18	13	7	17	13	25	25	8	18	21	27	23	30	26	18
Contig79004_636	23	14	19	20	15	6	17	16	24	28	10	21	20	27	21	27	28	14
Contig79004_682	12	15	13	22	12	8	20	11	20	21	13	12	18	21	22	22	20	15
Contig79004_690	12	14	13	19	12	7	21	12	19	18	7	13	15	16	20	13	16	13
Contig79047_8403	12	11	5	11	10	9	11	12	11	5	9	13	13	16	13	15	14	11
Contig7905_1545	30	10	29	19	29	24	34	34	13	36	14	30	40	52	62	63	22	29
Contig7905_1578	23	13	31	14	33	23	27	42	17	37	19	39	43	42	67	62	22	24
Contig7905_1596	29	21	35	20	44	31	34	43	20	44	22	30	44	46	73	53	11	27
Contig7905_1607	33	20	31	22	40	30	36	38	8	56	20	35	55	59	78	63	22	29
Contig7905_1616	36	24	35	22	31	35	37	43	21	52	24	35	56	57	80	63	19	34
Contig7905_1629	34	18	31	18	24	31	41	35	16	48	19	36	50	46	72	64	14	30
Contig7905_1637	35	19	29	16	24	24	36	39	20	42	16	30	50	44	65	58	20	31
Contig7905_1647	29	20	24	13	24	26	26	31	14	41	16	29	45	39	59	47	15	32
Contig7905_1656	29	22	26	18	27	22	24	33	18	46	15	29	53	48	67	49	16	28
Contig7905_1787	24	9	14	16	25	21	26	25	12	32	17	16	35	19	44	24	11	24
Contig7905_2041	37	15	22	15	9	18	23	19	23	31	13	24	22	34	37	28	15	22
Contig7905_2050	60	24	31	22	14	24	33	25	36	45	22	34	32	51	56	50	24	34
Contig7905_2067	63	32	34	25	23	26	35	37	45	60	34	39	33	61	66	59	26	34
Contig7905_2082	40	24	33	24	25	25	38	37	38	58	30	33	30	47	62	46	22	24
Contig7905_2111	16	14	26	26	22	20	22	37	21	43	22	21	31	38	69	38	27	15
Contig7905_2115	17	15	29	23	22	23	24	38	23	48	20	25	33	42	62	43	29	16
Contig7905_2121	22	18	27	23	26	25	24	36	23	43	17	24	33	41	66	40	29	20
Contig7905_2131	22	14	21	19	29	28	26	35	26	45	22	28	40	43	60	42	27	31
Contig7905_2154	29	15	25	19	35	28	31	36	29	43	24	40	39	42	65	43	19	32
Contig7905_2178	21	16	24	19	33	23	30	28	23	48	20	29	28	31	58	30	27	26
Contig7905_2202	19	15	30	27	29	23	30	28	27	45	15	29	22	35	49	34	15	16
Contig7910_7013	18	9	20	15	18	11	21	12	10	28	19	9	19	23	15	25	11	21
Contig79113_1655	21	25	31	26	28	25	25	26	27	24	17	26	29	26	23	25	24	28
Contig79113_1983	32	34	34	33	30	25	38	30	36	41	34	29	37	47	38	44	42	31
Contig79113_1989	30	33	33	26	24	20	33	24	31	33	31	25	32	40	32	38	37	24
Contig79113_2066	19	19	21	20	15	17	20	19	17	17	21	16	22	17	21	24	22	19
Contig79113_2077	14	14	13	16	10	12	16	14	13	15	16	14	17	16	17	19	16	16
Contig79136_2299	17	16	12	12	16	7	18	16	20	18	27	9	17	23	24	26	18	13
Contig79136_2475	37	35	28	31	33	25	36	39	40	27	48	20	43	47	52	49	31	27
Contig79140_3878	19	13	25	17	18	18	16	20	18	25	13	17	21	24	14	10	11	3
Contig79140_3972	63	46	61	52	48	50	65	54	56	69	51	35	51	64	50	43	57	24
Contig79140_3976	72	51	73	62	57	55	72	64	65	76	59	40	60	75	56	57	67	31
Contig79140_4013	19	13	12	17	17	12	12	18	17	19	14	15	22	21	12	10	15	8
Contig79140_4550	13	10	11	11	8	12	14	13	10	17	12	11	16	22	18	17	10	11
Contig79140_6199	14	8	13	11	11	15	8	16	11	19	12	11	14	21	14	15	9	11
Contig79140_6406	24	20	26	28	24	25	27	26	28	29	26	21	27	30	25	26	20	24
Contig79140_6410	29	20	31	30	29	29	29	31	31	35	30	20	28	37	33	28	21	29
Contig79140_7912	38	20	31	27	26	32	30	38	33	38	23	24	37	44	28	34	22	25
Contig79140_7916	31	22	27	26	26	33	32	35	32	33	24	20	31	37	25	32	21	26
Contig7915_2017	12	11	14	17	4	14	10	15	10	7	4	14	22	22	17	13	11	13
Contig7915_4343	11	14	10	21	18	14	9	16	21	21	4	15	22	17	19	12	17	29
Contig7915_4399	16	11	9	18	15	9	10	11	13	13	2	19	17	19	11	14	12	18
Contig7915_7900	13	12	10	15	15	11	11	10	14	8	9	17	17	13	14	19	13	13
Contig79166_1825	12	11	8	16	17	13	13	3	10	16	12	16	17	14	2	12	13	19
Contig79166_2909	19	6	22	19	17	15	15	2	21	25	16	27	23	21	3	19	23	24
Contig792_9007	25	27	28	27	14	20	31	30	23	41	14	25	35	45	15	33	31	19
Contig79203_1080	16	20	12	21	18	9	19	23	20	25	26	19	24	23	24	29	20	25
Contig79203_1163	13	16	19	15	10	21	13	23	12	16	12	16	22	18	26	19	11	18
Contig79203_1414	39	52	53	53	42	55	49	54	39	50	51	47	57	53	56	55	47	53
Contig79203_1424	34	47	49	51	38	46	43	49	33	45	46	41	51	54	54	57	41	49
Contig79203_1745	24	24	6	27	19	4	26	18	27	32	38	19	34	39	36	39	24	30
Contig79203_1998	23	25	13	26	13	12	30	23	30	41	33	21	34	32	44	31	30	29
Contig79203_2022	16	26	17	23	26	16	26	23	26	49	36	25	39	36	46	34	28	37
Contig79203_5521	23	23	18	23	21	10	19	24	32	43	41	17	35	42	31	37	18	21
Contig79207_422	20	19	17	23	17	14	24	19	22	27	31	16	34	38	36	48	24	28
Contig79283_573	17	15	15	16	14	11	16	10	23	13	22	17	24	31	35	25	12	18
Contig79286_4739	19	25	24	18	18	11	23	23	25	13	8	25	27	20	17	14	12	39
Contig79302_5405	13	14	15	24	14	10	15	12	11	20	24	10	29	25	24	44	21	11
Contig79302_5598	26	17	19	22	18	13	24	22	26	39	41	16	33	41	40	43	26	25
Contig79302_5607	27	15	24	16	18	15	21	22	31	35	43	16	31	48	43	47	22	28
Contig79318_1995	18	13	18	24	10	14	16	14	13	17	26	13	21	24	22	23	16	18
Contig79329_2359	15	17	22	22	11	20	15	17	22	41	45	10	30	36	37	42	21	16
Contig79329_2365	16	17	20	22	14	21	12	18	21	35	44	11	35	34	35	38	23	19
Contig79329_2373	18	17	21	15	20	21	15	22	21	27	45	12	36	37	40	43	24	21
Contig79329_2391	18	17	23	18	19	9	13	21	14	15	43	16	30	28	29	43	19	22
Contig79329_2657	27	14	18	26	17	15	25	21	26	29	19	16	32	28	27	27	32	27
Contig79329_2661	24	14	18	22	17	14	22	20	26	26	18	14	29	26	27	29	33	28
Contig79329_2701	12	11	13	19	16	9	13	11	23	28	10	13	30	27	22	26	18	20
Contig79371_15725	20	19	21	27	21	14	32	27	33	21	34	19	32	35	31	40	26	15
