contig,pos,a,b,fst
Contig58864,4730,0.387,0.647,0.597222222222222
Contig58864,4746,0,0.043,0
Contig58916,5809,0,0.013,0
Contig58916,5829,0.003,0.14,0.0212765957446809
Contig58924,12096,0,0.365,0
Contig58929,5635,-0.001,0.215,-0.00462962962962963
Contig58929,5644,-0.001,0.215,-0.00462962962962963
Contig5895,1175,0.015,0.129,0.115384615384615
Contig5895,1182,0.007,0.087,0.0795454545454546
Contig58976,2545,0.009,0.101,0.0882352941176471
Contig58976,2566,0.017,0.147,0.114864864864865
Contig59006,2586,0.161,0.547,0.293795620437956
Contig59006,2611,-0.001,0.153,-0.00649350649350649
Contig5901,1898,0,0.019,0
Contig59018,10387,0.002,0.497,0.00401606425702811
Contig59057,12173,0,0.254,0
Contig59080,17139,0.059,0.296,0.198653198653199
Contig591,15659,0,0.009,0
Contig59174,3357,0.197,0.446,0.440715883668904
Contig59174,3367,0.085,0.52,0.163147792706334
Contig59181,6175,-0.001,0.198,-0.0050251256281407
Contig59193,3079,0,0.026,0
Contig59193,3099,0,0.006,0
Contig59201,274,0,0.121,0
Contig59222,248,0.001,0.027,0.0357142857142857
Contig59222,249,0,0.01,0
Contig5923,2935,0.006,0.095,0.0625
Contig59246,11313,0.148,0.386,0.382428940568475
Contig59324,10843,0.001,0.026,0.037037037037037
Contig59325,4751,0.006,0.459,0.0130434782608696
Contig5936,3070,0,0.019,0
Contig5936,3071,0.093,0.342,0.271137026239067
Contig5936,3073,0.006,0.111,0.0535714285714286
Contig5936,3081,0.093,0.342,0.271137026239067
Contig59368,2110,0.011,0.369,0.0297297297297297
Contig59368,2118,0,0.009,0
Contig59368,2126,0,0.009,0
Contig59368,2129,0,0.092,0
Contig59413,8219,0,0.113,0
Contig59454,3575,0.002,0.267,0.00746268656716418
Contig59454,3584,0.042,0.519,0.0807692307692308
Contig59461,4398,0,0.051,0
Contig59461,4406,0,0.051,0
Contig59461,4408,0,0.051,0
Contig59583,10143,0.016,0.356,0.0448179271708683
Contig59586,1101,0.01,0.295,0.0337837837837838
Contig59593,2144,0,0.002,0
Contig5963,9924,0.068,0.438,0.154897494305239
Contig59651,3180,0.04,0.28,0.142348754448399
Contig59651,3200,-0.002,0.499,-0.004
Contig59651,3201,-0.002,0.499,-0.004
Contig59673,6464,0.003,0.183,0.016304347826087
Contig5969,1726,0.001,0.039,0.025
Contig5969,1750,0.018,0.466,0.0385438972162741
Contig5969,1752,-0.002,0.453,-0.00440528634361233
Contig5972,8161,0.07,0.433,0.161290322580645
Contig59780,7298,-0.001,0.419,-0.00238095238095238
Contig59799,15426,0,0.076,0
Contig59829,7429,0,0.069,0
Contig59829,7431,0.021,0.163,0.128048780487805
Contig5984,1328,0.051,0.458,0.111111111111111
Contig59862,5683,0.068,0.335,0.202380952380952
Contig59884,17601,0.007,0.088,0.0786516853932584
Contig59902,23,0.013,0.138,0.0935251798561151
Contig59902,32,0.017,0.158,0.106918238993711
Contig59974,733,0.007,0.164,0.0424242424242424
Contig59974,750,0,0.009,0
Contig59976,8615,0,0.012,0
Contig59976,8633,0.036,0.28,0.128113879003559
Contig59998,5458,0.002,0.046,0.0425531914893617
Contig60013,1157,0.003,0.074,0.04
Contig600654,1218,0.003,0.499,0.006
Contig600654,1242,0.006,0.208,0.0287081339712919
Contig600841,5972,0.003,0.112,0.0265486725663717
Contig60108,2787,0.015,0.123,0.120967741935484
Contig60133,7966,0.046,0.5,0.0918163672654691
Contig60133,7969,0.003,0.1,0.0297029702970297
Contig60133,7970,0.003,0.335,0.00892857142857143
Contig60203,3529,0.011,0.175,0.0625
Contig6021,697,0.002,0.08,0.0246913580246914
Contig60215,2332,0.006,0.482,0.0124223602484472
Contig60216,2450,0.002,0.044,0.0444444444444444
Contig6022,2775,0.001,0.44,0.00226757369614512
Contig60255,1377,0,0.203,0
Contig60255,1389,0,0.203,0
Contig60255,1399,0.016,0.145,0.10958904109589
Contig60293,5554,0.008,0.24,0.033195020746888
Contig60293,5559,0,0.146,0
Contig60333,2935,0.359,0.62,0.578099838969404
Contig60392,1295,0.001,0.036,0.027027027027027
Contig60444,9848,0.01,0.318,0.0313479623824451
Contig60456,19724,0.025,0.441,0.0565610859728507
Contig60456,19729,0.023,0.438,0.0523917995444191
Contig60456,19748,0.036,0.192,0.186528497409326
Contig60456,19750,0.003,0.058,0.0508474576271186
Contig60490,7980,0.098,0.482,0.202898550724638
Contig60491,17594,0.036,0.494,0.0727272727272727
Contig60491,17616,0.036,0.494,0.0727272727272727
Contig60510,13831,0.491,0.744,0.659060402684564
Contig60510,13843,0.005,0.086,0.0574712643678161
Contig60527,11456,0,0.011,0
Contig60537,1017,0.004,0.479,0.00833333333333333
Contig60553,2855,0,0.081,0
Contig60598,945,0.011,0.121,0.0901639344262295
Contig60615,6893,0.003,0.078,0.0379746835443038
Contig60620,353,0.02,0.508,0.0392927308447937
Contig60620,357,0.007,0.472,0.0147991543340381
Contig60631,5953,0,0.026,0
Contig60631,5965,0.017,0.132,0.12781954887218
Contig60694,10746,0,0.078,0
Contig60781,73,0,0.018,0
Contig60781,77,0.006,0.408,0.0146699266503667
Contig60781,96,0.003,0.058,0.0508474576271186
Contig60781,9800,0,0.009,0
Contig60799,3853,0,0.026,0
Contig60813,2759,0.005,0.16,0.031055900621118
Contig60813,2766,0,0.212,0
Contig60851,162,0.002,0.06,0.0327868852459016
Contig60949,5563,0,0.23,0
Contig60982,11113,0.002,0.295,0.00675675675675676
Contig60982,11121,0,0.092,0
Contig60982,11135,0.002,0.304,0.00655737704918033
Contig61031,1694,0,0.009,0
Contig61031,1715,0,0.015,0
Contig61035,5778,-0.002,0.426,-0.00468384074941452
Contig61046,5354,0.015,0.49,0.0305498981670061
Contig61092,6150,-0.001,0.299,-0.00333333333333333
Contig611,16513,0.001,0.353,0.00282485875706215
Contig611,16519,0.019,0.264,0.0716981132075472
Contig611,16531,0.019,0.264,0.0716981132075472
Contig61127,10345,0,0.026,0
Contig61136,13479,0.018,0.487,0.0368852459016393
Contig61167,219,0.155,0.416,0.371702637889688
Contig61167,225,0.112,0.36,0.310249307479224
Contig61200,6013,0.001,0.069,0.0142857142857143
Contig61200,6015,0,0.091,0
Contig61214,4953,0.001,0.501,0.00199203187250996
Contig61214,4954,-0.001,0.501,-0.00199203187250996
Contig61234,230,0.017,0.176,0.096045197740113
Contig61234,243,0.003,0.052,0.0566037735849057
Contig61234,248,0,0.136,0
Contig61271,7291,0,0.086,0
Contig6129,803,0.014,0.149,0.0933333333333333
Contig61294,2573,0.002,0.044,0.0444444444444444
Contig61297,3393,0.028,0.41,0.0681265206812652
Contig61297,3394,0.006,0.082,0.072289156626506
Contig61297,3395,0.015,0.126,0.118110236220472
Contig61328,883,0.028,0.308,0.0906148867313916
Contig61328,894,0,0.011,0
Contig61420,11948,0.004,0.423,0.00943396226415094
Contig61467,20482,0,0.009,0
Contig61494,4959,0.001,0.322,0.00309597523219814
Contig61516,4685,0,0.006,0
Contig61516,4691,0.001,0.052,0.0188679245283019
Contig61597,730,0,0.008,0
Contig616,5975,0.004,0.355,0.0112359550561798
Contig61606,16350,0.003,0.053,0.0555555555555556
Contig61657,23673,0,0.01,0
Contig61657,23674,0,0.01,0
Contig61657,23688,0.007,0.152,0.0457516339869281
Contig61657,23692,0.007,0.152,0.0457516339869281
Contig61753,5054,0.003,0.053,0.0555555555555556
Contig61792,3239,0.006,0.079,0.075
Contig61799,2148,0,0.001,0
Contig61799,2152,0.001,0.465,0.00214592274678112
Contig61800,6206,0,0.018,0
Contig61803,18477,0.003,0.083,0.0357142857142857
Contig61803,18486,0,0.018,0
Contig61803,18489,0.003,0.054,0.0545454545454545
Contig61803,18492,0,0.018,0
Contig61837,2558,0.031,0.516,0.0599613152804642
Contig61852,5427,0,0.085,0
Contig61873,4032,0.002,0.132,0.0150375939849624
Contig61889,25204,0,0.009,0
Contig61913,2103,0.023,0.501,0.0458167330677291
Contig61920,454,0.014,0.122,0.113821138211382
Contig61920,469,0,0.026,0
Contig61939,3572,-0.001,0.274,-0.00363636363636364
Contig61939,3582,-0.001,0.274,-0.00363636363636364
Contig61940,22760,0,0.069,0
Contig61975,9715,0,0.163,0
Contig61977,2420,0.019,0.212,0.0892018779342723
Contig61989,1812,0.009,0.157,0.0569620253164557
Contig61989,1819,0.002,0.045,0.0434782608695652
Contig62033,7827,0.002,0.043,0.0454545454545455
Contig62033,7842,0.007,0.087,0.0795454545454546
Contig62055,6352,0.001,0.109,0.00909090909090909
Contig62055,6364,0.001,0.069,0.0142857142857143
Contig62081,1008,0.05,0.516,0.0967117988394584
Contig62081,1010,0,0.019,0
Contig62081,1011,0.005,0.092,0.0537634408602151
Contig62081,1015,0.005,0.092,0.0537634408602151
Contig62102,12091,0.003,0.397,0.00753768844221105
Contig62110,1259,0,0.02,0
Contig62110,1276,0,0.019,0
Contig62165,3229,0.007,0.236,0.029535864978903
Contig62202,3294,0.012,0.164,0.0727272727272727
Contig62227,9489,0.006,0.375,0.0159574468085106
Contig62238,303,0,0.011,0
Contig62266,4654,0.001,0.048,0.0204081632653061
Contig62266,4672,0.003,0.12,0.0247933884297521
Contig623,42832,0,0.002,0
Contig623,42838,0.001,0.036,0.027027027027027
Contig62320,8362,0.03,0.413,0.072463768115942
Contig62346,14333,0,0.189,0
Contig6235,3606,0.015,0.158,0.0943396226415094
Contig62371,15309,0.02,0.143,0.138888888888889
Contig62371,15312,0.005,0.199,0.025
Contig62372,2475,0.001,0.026,0.037037037037037
Contig62382,359,0.003,0.126,0.0236220472440945
Contig6242,1353,0.113,0.52,0.216890595009597
Contig62442,7178,0,0.12,0
Contig62585,12380,0.013,0.114,0.11304347826087
Contig62593,4500,0.063,0.411,0.152912621359223
Contig62624,10869,0.023,0.374,0.0613333333333333
Contig62625,2590,0.022,0.149,0.146666666666667
Contig62625,2592,0.005,0.07,0.0704225352112676
Contig62628,10732,0.009,0.176,0.0508474576271186
Contig62637,4560,0,0.026,0
Contig62675,7583,0.003,0.054,0.0545454545454545
Contig62675,7604,0.001,0.072,0.0136986301369863
Contig62682,29688,0.093,0.331,0.280120481927711
Contig62689,21814,0.029,0.172,0.167630057803468
Contig62695,1549,0.002,0.23,0.00865800865800866
Contig6272,2033,0.063,0.37,0.169811320754717
Contig6272,2035,0.005,0.232,0.0214592274678112
Contig62739,7951,-0.001,0.21,-0.004739336492891
Contig62843,1595,-0.002,0.488,-0.00408997955010225
Contig62904,2676,0,0.017,0
Contig62904,2686,0,0.018,0
Contig62904,2693,0.005,0.387,0.0128865979381443
Contig62982,9583,0.007,0.088,0.0786516853932584
Contig62982,13352,0.042,0.227,0.184210526315789
Contig630,25721,0,0.035,0
Contig63035,409,0.004,0.164,0.0242424242424242
Contig63035,433,0,0.003,0
Contig63035,446,0.01,0.261,0.0381679389312977
Contig63040,23888,0.07,0.37,0.188679245283019
Contig63045,14446,0.001,0.026,0.037037037037037
Contig6311,13373,0.003,0.278,0.010752688172043
Contig6311,13398,0,0.017,0
Contig6311,13778,0,0.191,0
Contig6311,13779,-0.001,0.206,-0.00483091787439614
Contig63178,11833,0.011,0.169,0.0647058823529412
Contig63178,11843,0.002,0.079,0.025
Contig6319,6579,0.002,0.093,0.0212765957446809
Contig632,9937,0.076,0.279,0.271428571428571
Contig63252,335,0.005,0.23,0.0216450216450216
Contig63260,5022,-0.002,0.426,-0.00468384074941452
Contig63317,20046,0.001,0.034,0.0285714285714286
Contig6332,3477,0,0.009,0
Contig63364,3972,0,0.017,0
Contig63422,401,0.014,0.182,0.0765027322404372
Contig63422,405,0.006,0.141,0.0422535211267606
Contig63422,410,0.01,0.259,0.0384615384615385
Contig63430,61,0.077,0.472,0.162790697674419
Contig63442,111,0.002,0.482,0.0041407867494824
Contig63442,112,0.003,0.068,0.0434782608695652
Contig635,14631,0.001,0.097,0.0102040816326531
Contig63525,13545,0.266,0.627,0.423566878980892
Contig63525,13572,0.266,0.627,0.423566878980892
Contig63663,18250,0,0.006,0
Contig63663,18252,0,0.019,0
Contig63663,18272,0.002,0.057,0.0344827586206897
Contig63663,18275,0.007,0.084,0.0823529411764706
Contig63674,16119,0.002,0.314,0.00634920634920635
Contig63704,1924,0.003,0.078,0.0379746835443038
Contig63747,15183,0,0.009,0
Contig63755,10366,0.039,0.386,0.10077519379845
Contig63782,665,0.003,0.184,0.0162162162162162
Contig63782,672,0.001,0.026,0.037037037037037
Contig63806,4272,0.003,0.07,0.0422535211267606
Contig63898,14644,0,0.325,0
Contig63929,4532,0,0.009,0
Contig63954,10943,0.045,0.371,0.120967741935484
Contig63954,10949,0.044,0.37,0.118598382749326
Contig63974,27621,0.016,0.424,0.0376470588235294
Contig64004,21624,0.021,0.147,0.141891891891892
Contig64014,3444,0.178,0.572,0.31064572425829
Contig64014,3446,0.178,0.572,0.31064572425829
Contig64040,3020,0,0.06,0
Contig64040,3041,0.026,0.389,0.0666666666666667
Contig64040,3044,0.001,0.236,0.00421940928270042
Contig64107,9665,0.051,0.267,0.190298507462687
Contig64137,13847,0.002,0.044,0.0444444444444444
Contig641493,1856,0.006,0.079,0.075
Contig64172,8504,0.004,0.23,0.0173160173160173
Contig64213,18399,0.001,0.032,0.0303030303030303
Contig64213,18401,0.037,0.194,0.18974358974359
Contig64213,18419,0,0.019,0
Contig64247,1053,0.01,0.478,0.0208768267223382
Contig64257,736,0.001,0.029,0.0333333333333333
Contig64271,2102,0.24,0.603,0.397350993377483
Contig64302,1104,0.003,0.078,0.0379746835443038
Contig64364,6206,0,0.009,0
Contig643764,1128,0.007,0.221,0.0315315315315315
Contig64489,2485,0,0.009,0
Contig64489,2495,-0.002,0.496,-0.00402414486921529
Contig64489,2500,-0.001,0.217,-0.00458715596330275
Contig64495,5543,0,0.009,0
Contig64507,3767,0.003,0.052,0.0566037735849057
Contig64518,16649,0.004,0.064,0.0615384615384615
Contig64518,16651,0.004,0.064,0.0615384615384615
Contig64518,16653,0.004,0.081,0.0487804878048781
Contig64567,4478,-0.001,0.271,-0.00367647058823529
Contig64567,4481,-0.001,0.271,-0.00367647058823529
Contig64579,8521,0.001,0.285,0.0034965034965035
Contig64579,8522,0,0.254,0
Contig64624,17597,0.013,0.396,0.0327455919395466
Contig64673,18058,0.004,0.256,0.0155642023346304
Contig6469,836,0.01,0.212,0.0469483568075117
Contig6469,839,0.01,0.319,0.03125
Contig6469,847,0.005,0.503,0.00992063492063492
Contig647,25180,0.061,0.301,0.201986754966887
Contig647,46367,0.084,0.543,0.154411764705882
Contig64700,400,-0.001,0.172,-0.00578034682080925
Contig64744,11262,0.009,0.452,0.0198675496688742
Contig64744,11263,0.014,0.321,0.0434782608695652
Contig64744,11270,0.003,0.058,0.0508474576271186
Contig64753,1643,0,0.452,0
Contig64753,1645,0.006,0.229,0.0260869565217391
Contig64783,1008,0.003,0.183,0.016304347826087
Contig64783,1030,0.001,0.131,0.00757575757575758
Contig64813,9359,0.006,0.126,0.047244094488189
Contig64885,4049,0.009,0.48,0.0187110187110187
Contig64906,9872,0.001,0.028,0.0344827586206897
Contig64915,6743,0.001,0.03,0.032258064516129
Contig64915,6744,0.001,0.075,0.0131578947368421
Contig64933,10456,0.002,0.044,0.0444444444444444
Contig64944,7719,0.008,0.177,0.0449438202247191
Contig64981,5393,0,0.019,0
Contig65,31417,0,0.018,0
Contig65,33791,-0.001,0.313,-0.00318471337579618
Contig650,4070,0,0.009,0
Contig6500,7306,0.002,0.044,0.0444444444444444
Contig6500,7318,0.028,0.503,0.0555555555555556
Contig65054,11649,0,0.108,0
Contig650711,542,0.001,0.037,0.0263157894736842
Contig650711,550,0.023,0.222,0.103139013452915
Contig650711,562,0,0.017,0
Contig651,65430,0,0.035,0
Contig651,65441,0.002,0.043,0.0454545454545455
Contig651,65451,0.012,0.266,0.0449438202247191
Contig65112,8173,0.015,0.492,0.0304259634888438
Contig65112,8178,0,0.062,0
Contig65116,7452,0.003,0.237,0.0126050420168067
Contig65166,10246,0,0.035,0
Contig65166,17106,0.014,0.365,0.0382513661202186
Contig65166,17127,0.016,0.356,0.0448179271708683
Contig652,20182,0.015,0.312,0.0479233226837061
Contig652,20209,-0.001,0.364,-0.00273972602739726
Contig65249,2296,0.006,0.078,0.0759493670886076
Contig65296,2844,0,0.254,0
Contig653,993,0.175,0.588,0.297113752122241
Contig653,996,0.054,0.491,0.109756097560976
Contig65301,4044,0.046,0.369,0.124324324324324
Contig65301,7006,0.019,0.198,0.0954773869346734
Contig65321,7747,0,0.009,0
Contig65363,107,0.06,0.529,0.113207547169811
Contig65363,108,0,0.01,0
Contig65364,1399,0,0.043,0
Contig65364,1400,0,0.018,0
Contig65364,1403,0.002,0.044,0.0444444444444444
Contig65364,1424,0.028,0.511,0.0546875
Contig65380,2967,0.003,0.233,0.0128205128205128
Contig65393,13073,0,0.015,0
Contig65393,13087,0.008,0.091,0.0869565217391304
Contig65397,3036,0.005,0.488,0.0102249488752556
Contig65397,3043,0.005,0.11,0.045045045045045
Contig65397,3058,0.011,0.166,0.0658682634730539
Contig65405,11706,0.016,0.303,0.0526315789473684
Contig65416,4428,0,0.034,0
Contig65416,4435,0.02,0.173,0.114942528735632
Contig65416,4444,0,0.184,0
Contig65416,4604,0,0.092,0
Contig65435,619,0.007,0.104,0.0666666666666667
Contig65435,635,0.001,0.043,0.0227272727272727
Contig65435,641,0.005,0.12,0.0413223140495868
Contig65449,4911,0,0.168,0
Contig65456,2577,0.248,0.588,0.421052631578947
Contig65537,3424,0,0.009,0
Contig65553,4702,0.002,0.066,0.0298507462686567
Contig655916,98,0.001,0.026,0.037037037037037
Contig655916,120,0,0.009,0
Contig655916,124,0.004,0.061,0.0645161290322581
Contig65594,6233,0,0.108,0
Contig65651,2059,0.046,0.365,0.12568306010929
Contig65651,2064,0.046,0.367,0.125
Contig6567,5521,0.012,0.188,0.0634920634920635
Contig65681,10897,0.027,0.274,0.0981818181818182
Contig6570,10991,0.006,0.098,0.0606060606060606
Contig65721,2321,0,0.267,0
Contig657446,39,0.128,0.422,0.302600472813239
Contig657446,41,0.129,0.394,0.326582278481013
Contig657446,47,-0.001,0.26,-0.00383141762452107
Contig657446,49,0.046,0.363,0.126373626373626
Contig65762,3822,-0.001,0.422,-0.00236406619385343
Contig65827,865,0.014,0.33,0.0422960725075529
Contig65827,879,0.005,0.07,0.0704225352112676
Contig65827,886,0.001,0.037,0.0263157894736842
Contig65827,887,0.005,0.102,0.0485436893203884
Contig6588,3221,0.018,0.487,0.0368852459016393
Contig659,10543,0.003,0.155,0.0192307692307692
Contig65958,13247,0.03,0.36,0.0831024930747922
Contig65982,847,0,0.018,0
Contig65982,851,0.002,0.049,0.04
Contig65982,853,0,0.001,0
Contig65982,855,0,0.056,0
Contig65982,859,0.006,0.126,0.047244094488189
Contig65982,869,0.002,0.042,0.0465116279069767
Contig65998,15984,0.003,0.063,0.046875
Contig66006,8257,0.007,0.088,0.0786516853932584
Contig66006,8264,0.006,0.079,0.075
Contig66014,604,0.002,0.261,0.00763358778625954
Contig66014,606,0.005,0.076,0.0649350649350649
Contig6605,6163,0.002,0.051,0.0384615384615385
Contig6605,6176,0.039,0.387,0.100515463917526
Contig66056,2241,0.001,0.037,0.0263157894736842
Contig66056,2242,0.091,0.544,0.16697247706422
Contig66125,4057,0,0.139,0
Contig66185,10086,0,0.002,0
Contig66193,20950,0,0.01,0
Contig66193,20958,0.009,0.462,0.019438444924406
Contig662,26264,-0.002,0.485,-0.00411522633744856
Contig66236,16603,0.102,0.477,0.213389121338912
Contig66236,16607,0.044,0.213,0.205607476635514
Contig66236,16611,0.044,0.212,0.206572769953052
Contig66239,643,0.004,0.063,0.0625
Contig66239,652,0.025,0.341,0.0730994152046784
Contig66356,5754,0.053,0.392,0.134860050890585
Contig66356,5760,0,0.204,0
Contig66453,7988,0.007,0.1,0.0693069306930693
Contig66483,13936,0.006,0.304,0.019672131147541
Contig66483,13943,0,0.068,0
Contig66489,11179,0,0.111,0
Contig66489,32273,0,0.009,0
Contig66507,13785,0.008,0.42,0.0190023752969121
Contig66605,1302,0.387,0.677,0.570796460176991
Contig66661,5242,0,0.196,0
Contig6667,1106,0.003,0.057,0.0517241379310345
Contig66670,11534,0.004,0.12,0.0330578512396694
Contig666778,585,0,0.009,0
Contig66725,2392,0.001,0.44,0.00226757369614512
Contig66728,11363,-0.002,0.463,-0.00431034482758621
Contig66728,12907,0.002,0.207,0.00961538461538462
Contig6675,1962,0.013,0.147,0.0878378378378378
Contig6675,1970,0,0.152,0
Contig668,28662,0.137,0.568,0.240773286467487
Contig66831,5347,0.011,0.105,0.10377358490566
Contig66831,5359,0.011,0.105,0.10377358490566
Contig66971,4168,0.008,0.277,0.0287769784172662
Contig669985,403,0.046,0.432,0.106235565819861
Contig67017,6658,0.006,0.096,0.0618556701030928
Contig67017,6660,-0.001,0.301,-0.0033112582781457
Contig67027,2912,0.001,0.05,0.0196078431372549
Contig67027,2913,0.001,0.05,0.0196078431372549
Contig67029,8137,0.013,0.13,0.099236641221374
Contig67029,8147,0.002,0.191,0.0104166666666667
Contig67029,8345,0,0.009,0
Contig67030,6395,0.335,0.667,0.501497005988024
Contig67030,6402,0,0.103,0
Contig67064,3502,0,0.048,0
Contig67091,484,0.01,0.333,0.029940119760479
Contig67091,494,0.01,0.333,0.029940119760479
Contig6711,2435,0,0.009,0
Contig6711,2443,0.004,0.177,0.0224719101123596
Contig6711,2445,0.314,0.657,0.477203647416413
Contig67183,942,0.044,0.211,0.207547169811321
Contig67183,952,0.041,0.205,0.199029126213592
Contig671899,2124,0,0.009,0
Contig671940,250,0.013,0.114,0.11304347826087
Contig67201,854,0,0.036,0
Contig67201,861,-0.001,0.191,-0.00520833333333333
Contig67207,3344,0.001,0.036,0.027027027027027
Contig67207,3360,0.004,0.109,0.0363636363636364
Contig67233,4094,0,0.009,0
Contig67307,1318,0,0.016,0
Contig67307,1326,0,0.002,0
Contig67365,5649,0,0.003,0
Contig67384,12931,0.006,0.111,0.0535714285714286
Contig6740,5221,0.002,0.044,0.0444444444444444
Contig6740,5243,0.002,0.117,0.0169491525423729
Contig674034,1431,0,0.011,0
Contig674034,1460,0.003,0.206,0.0144927536231884
Contig67481,6339,0,0.01,0
Contig6750,4028,0.024,0.201,0.118811881188119
Contig6750,4055,0,0.129,0
Contig67524,500,0.009,0.111,0.0803571428571428
Contig67524,513,0.009,0.111,0.0803571428571428
Contig67524,525,0.231,0.584,0.394871794871795
Contig67543,3897,0.128,0.423,0.30188679245283
Contig67552,10387,0.021,0.233,0.0897435897435897
Contig67590,14503,0.003,0.482,0.0062111801242236
Contig67591,8358,0.002,0.079,0.025
Contig67632,1050,0.011,0.121,0.0901639344262295
Contig67648,1503,0.005,0.129,0.0384615384615385
Contig67648,1517,0.005,0.449,0.0111111111111111
Contig676684,821,0.053,0.519,0.101923076923077
Contig676684,836,0.027,0.181,0.148351648351648
Contig67695,22285,0.021,0.498,0.0420841683366733
Contig67705,9583,0.005,0.093,0.0531914893617021
Contig67705,9585,0.036,0.192,0.186528497409326
Contig67705,9595,0.013,0.116,0.111111111111111
Contig67705,9602,0.027,0.256,0.105058365758755
Contig67705,9605,-0.001,0.412,-0.00242130750605327
Contig67817,8407,0.006,0.502,0.0119284294234592
Contig67822,3079,0.009,0.096,0.0927835051546392
Contig67838,7162,0.032,0.262,0.121673003802281
Contig67838,9379,0.015,0.123,0.120967741935484
Contig67838,9395,0.021,0.193,0.108247422680412
Contig67848,4009,0.001,0.026,0.037037037037037
Contig67950,264,0.039,0.496,0.0784708249496982
Contig680,6897,0.025,0.16,0.15527950310559
Contig680,6899,0,0.016,0
Contig68002,3387,0,0.051,0
Contig68002,3395,0,0.009,0
Contig68006,641,0.036,0.319,0.1125
Contig68058,6243,0.004,0.061,0.0645161290322581
Contig68058,6245,0.002,0.044,0.0444444444444444
Contig68058,6247,0.002,0.044,0.0444444444444444
Contig68111,1847,0.006,0.482,0.0124223602484472
Contig68284,1753,0.019,0.285,0.0664335664335664
Contig68306,7466,0.022,0.373,0.0588235294117647
Contig68384,17562,0.002,0.044,0.0444444444444444
Contig68426,1921,0.001,0.147,0.00675675675675676
Contig68427,155,0,0.02,0
Contig68427,161,0,0.02,0
Contig68427,165,0.008,0.167,0.0476190476190476
Contig68427,170,0.001,0.044,0.0222222222222222
Contig68506,155,0.033,0.198,0.165829145728643
Contig68506,170,0,0.021,0
Contig68506,176,0.153,0.57,0.267950963222417
Contig68506,177,0,0.067,0
Contig68506,178,0,0.021,0
Contig68506,181,0.001,0.025,0.0384615384615385
Contig68529,3129,0,0.029,0
Contig68529,3130,0.004,0.065,0.0606060606060606
Contig68529,3132,0,0.064,0
Contig68529,3135,0.009,0.359,0.025
Contig68617,6760,0.089,0.301,0.294701986754967
Contig68669,2422,0.009,0.285,0.0314685314685315
Contig68669,2440,0.004,0.317,0.0125786163522013
Contig68678,2061,0.021,0.51,0.0410958904109589
Contig68859,17291,0.002,0.043,0.0454545454545455
Contig68943,11500,0.082,0.525,0.155893536121673
Contig68962,141,0,0.018,0
Contig68962,7480,0.004,0.217,0.018348623853211
Contig68971,6188,0.012,0.194,0.0615384615384615
Contig68971,6192,0.056,0.356,0.156862745098039
Contig68979,4659,0.038,0.27,0.140221402214022
Contig69020,2553,-0.001,0.159,-0.00625
Contig69020,2568,0,0.035,0
Contig69056,5431,0,0.043,0
Contig69078,42,0,0.001,0
Contig69078,67,0,0.04,0
Contig69194,5408,0.007,0.27,0.025830258302583
Contig69228,5102,0.019,0.156,0.121019108280255
Contig69244,11072,0.015,0.123,0.120967741935484
Contig69247,3988,0.093,0.469,0.197872340425532
Contig69260,4144,0.07,0.422,0.16548463356974
Contig69291,2265,0.003,0.125,0.0238095238095238
Contig693,32818,0.509,0.732,0.694406548431105
Contig6933,9196,0,0.068,0
Contig69393,6279,0.004,0.061,0.0645161290322581
Contig69397,2352,0,0.322,0
Contig69442,4464,0.033,0.27,0.121771217712177
Contig69462,12255,0.006,0.088,0.0674157303370786
Contig69462,12256,0.001,0.136,0.0072992700729927
Contig69462,12269,0.001,0.028,0.0344827586206897
Contig69474,17493,0,0.009,0
Contig69566,1658,0,0.013,0
Contig69587,767,0.026,0.406,0.0638820638820639
Contig69587,8624,0.001,0.035,0.0277777777777778
Contig69593,4806,-0.001,0.485,-0.00205761316872428
Contig69656,2499,0,0.035,0
Contig69656,2520,0,0.035,0
Contig69658,6649,0.01,0.348,0.0286532951289398
Contig69658,6674,0.01,0.348,0.0286532951289398
Contig69664,14183,0,0.01,0
Contig6967,2215,0.003,0.274,0.0109090909090909
Contig69740,21193,-0.002,0.444,-0.00449438202247191
Contig69740,21196,0.01,0.106,0.0934579439252337
Contig69756,915,0.006,0.159,0.0375
Contig69801,1377,0.063,0.532,0.118198874296435
Contig69801,1383,0.019,0.273,0.0693430656934307
Contig69801,1384,0.154,0.507,0.303149606299213
Contig69803,8948,0.236,0.547,0.430656934306569
Contig69847,492,0.004,0.14,0.0283687943262411
Contig69847,2170,0.026,0.422,0.0614657210401891
Contig69933,9499,0.029,0.508,0.0569744597249509
Contig69933,9520,0.029,0.508,0.0569744597249509
Contig70043,4726,0.022,0.151,0.144736842105263
Contig70043,4745,-0.001,0.262,-0.00380228136882129
Contig70043,4746,-0.001,0.262,-0.00380228136882129
Contig70051,4798,0,0.01,0
Contig70051,4817,0.034,0.514,0.0660194174757282
Contig70082,6093,0.001,0.068,0.0144927536231884
Contig70082,6101,0.024,0.228,0.104803493449782
Contig70143,2742,0.015,0.123,0.120967741935484
Contig70143,2743,0.082,0.408,0.200488997555012
Contig70269,6707,0.257,0.62,0.413848631239936
Contig70326,9944,0.081,0.304,0.265573770491803
Contig70326,9963,0.12,0.353,0.338983050847458
Contig70332,1091,0.004,0.425,0.00938967136150235
