contig	start	start15	end15	end
Contig69111	1670	1770	2239	2339
Contig22698	15313	16015	19291	19993
Contig22698	11283	11433	12139	12289
Contig22698	12737	12863	13451	13577
Contig70665	4764	5074	6524	6834
Contig70665	12268	13103	17002	17837
Contig101384	1724	1947	2988	3211
Contig139643	333	769	2804	3240
Contig51576	2017	2853	6755	7591
Contig29721	8876	9375	11710	12209
Contig37967	18020	18792	22397	23169
Contig37967	739	907	1694	1862
Contig56137	4820	5425	8252	8857
Contig32864	2220	5408	20290	23478
Contig53088	711	4940	24679	28908
Contig69476	3628	3742	4278	4392
Contig52222	1750	2258	4632	5140
Contig67883	1988	2050	2344	2406
Contig22514	19442	20729	26735	28022
Contig22514	41745	44397	56779	59431
Contig53611	16947	17769	21609	22431
Contig130214	987	1117	1729	1859
Contig17354	3126	3328	4273	4475
Contig22470	5579	5929	7565	7915
Contig171887	1212	1920	5229	5937
Contig53752	48	1358	7476	8786
Contig62416	2838	3158	4653	4973
Contig31370	91	256	1030	1195
Contig49240	3315	4042	7436	8163
Contig62773	15865	15939	16289	16363
Contig272243	918	1056	1701	1839
Contig138095	2146	2265	2824	2943
Contig49078	161	1007	4955	5801
Contig8070	2183	2345	3107	3269
Contig91666	883	2409	9535	11061
Contig1148	1297	4088	17117	19908
Contig20760	1763	3918	13976	16131
Contig39680	1065	2516	9289	10740
Contig32175	1	245	1386	1630
Contig48802	7385	8596	14249	15460
Contig109775	4471	6205	14297	16031
Contig103943	315	931	3810	4426
Contig208044	204	316	842	954
Contig503581	190	1333	6668	7811
Contig101546	5140	5441	6850	7151
Contig21156	1704	2476	6080	6852
Contig4197	1354	2589	8353	9588
Contig83621	1210	2098	6243	7131
Contig83621	8714	8922	9898	10106
Contig692	284	3296	17358	20370
Contig36250	6841	7016	7835	8010
Contig4954	2507	2611	3100	3204
Contig81713	442	561	1122	1241
Contig24001	11667	12228	14847	15408
Contig24001	3689	4677	9288	10276
Contig76651	1522	1757	2856	3091
Contig6077	127	1855	9919	11647
Contig60438	2132	2637	4997	5502
Contig108751	1213	2647	9339	10773
Contig154397	1404	1519	2061	2176
Contig10410	1	556	3152	3707
Contig33907	13483	14317	18209	19043
Contig33907	19607	19687	20066	20146
Contig54415	9169	10079	14328	15238
Contig67838	301	1853	9100	10652
Contig47054	25799	27729	36739	38669
Contig46280	4919	5005	5408	5494
Contig110468	1417	1866	3965	4414
Contig97423	3955	4490	6987	7522
Contig201055	3699	3760	4048	4109
Contig26004	14201	15123	19429	20351
Contig42890	34367	34523	35255	35411
Contig42890	26091	27331	33122	34362
Contig42890	4509	11221	42548	49260
Contig120742	1025	1810	5474	6259
Contig99257	6543	7240	10498	11195
Contig19779	1742	3676	12705	14639
Contig83222	1232	1490	2699	2957
Contig42088	19409	21050	28714	30355
Contig58101	1644	1689	1904	1949
Contig58101	2371	3605	9364	10598
Contig58101	11103	11167	11472	11536
Contig49337	13000	13608	16446	17054
Contig45897	3749	4805	9737	10793
Contig97118	868	994	1585	1711
Contig33930	17987	18047	18327	18387
Contig33930	14209	14598	16418	16807
Contig63975	4477	4835	6506	6864
Contig71990	110	332	1371	1593
Contig133855	15394	15422	15554	15582
Contig133855	5776	6573	10296	11093
Contig76291	2342	2415	2758	2831
Contig31727	1761	4619	17957	20815
Contig31727	7986	9939	19057	21010
Contig27111	31688	34249	46203	48764
Contig81801	1284	3595	14383	16694
Contig81801	8767	10037	15966	17236
Contig85533	188	982	4692	5486
Contig53983	332	378	596	642
Contig17021	4591	6169	13536	15114
Contig2428	2694	3025	4575	4906
Contig187994	8546	8892	10508	10854
Contig22880	893	1798	6024	6929
Contig75590	2062	3562	10563	12063
Contig49182	4407	4474	4788	4855
Contig45980	2708	4458	12631	14381
Contig20020	11585	13440	22099	23954
Contig680357	787	1101	2567	2881
Contig15418	5255	5777	8216	8738
Contig15418	1768	2281	4680	5193
Contig37662	1988	3321	9542	10875
Contig33949	152	761	3606	4215
Contig56271	5265	5436	6236	6407
Contig2928	23331	23585	24774	25028
Contig118617	1994	2286	3655	3947
Contig47294	13	1403	7892	9282
Contig71676	1077	1435	3110	3468
Contig46941	15088	18317	33386	36615
Contig30935	1509	1589	1968	2048
Contig30935	2078	2119	2312	2353
Contig83412	2749	3157	5065	5473
Contig101365	55	144	565	654
Contig26170	7945	9830	18627	20512
Contig3536	3029	3623	6398	6992
Contig3787	778	1786	6495	7503
Contig55607	12931	13831	18036	18936
Contig64022	1020	3152	13107	15239
Contig86748	909	1192	2514	2797
Contig203376	266	755	3038	3527
Contig37951	7041	9470	20809	23238
Contig21159	3598	3651	3904	3957
Contig21159	2300	2483	3340	3523
Contig85103	1671	2935	8839	10103
Contig60631	1207	3048	11641	13482
Contig71153	3867	4482	7358	7973
Contig1233	3368	4826	11633	13091
Contig16812	14375	14672	16063	16360
Contig25474	6433	6508	6861	6936
Contig37680	251	1034	4693	5476
Contig825	8320	12085	29661	33426
Contig825	28661	29273	32129	32741
Contig27193	357	550	1453	1646
Contig48392	5425	6335	10587	11497
Contig37415	16761	17044	18371	18654
Contig52857	4317	4353	4526	4562
Contig87151	1001	1208	2178	2385
Contig3764	1117	2344	8074	9301
Contig16118	16714	19316	31464	34066
Contig16118	35879	36566	39774	40461
Contig16118	39879	40694	44502	45317
Contig16118	4206	6936	19679	22409
Contig79444	505	648	1316	1459
Contig56879	2953	3648	6892	7587
Contig120036	115	258	931	1074
Contig208052	7169	7222	7472	7525
Contig20866	35	2239	12525	14729
Contig4525	9765	11601	20174	22010
Contig1320	15363	15727	17429	17793
Contig1320	2203	2762	5372	5931
Contig1320	6658	7995	14239	15576
Contig35942	1175	4038	17404	20267
Contig27879	1800	5205	21096	24501
Contig71674	5556	7097	14294	15835
Contig7764	1477	1893	3837	4253
Contig110946	3847	3893	4109	4155
Contig80309	3796	4595	8325	9124
Contig51793	3381	5458	15156	17233
Contig255	9192	10669	17568	19045
Contig36365	63	1154	6246	7337
Contig54195	5126	6222	11337	12433
Contig421124	320	459	1112	1251
Contig54772	13826	13928	14406	14508
Contig54772	7373	7447	7796	7870
Contig81165	2401	2443	2642	2684
Contig30242	3261	3360	3824	3923
Contig37592	17780	18768	23383	24371
Contig123488	741	1204	3365	3828
Contig29349	3701	3856	4582	4737
Contig21593	1639	2145	4511	5017
Contig21509	1085	3288	13572	15775
Contig21509	19662	21161	28160	29659
Contig18989	2	142	798	938
Contig5666	776	1273	3597	4094
Contig635	6499	9515	23594	26610
Contig123587	224	681	2814	3271
Contig199261	4587	4758	5556	5727
Contig29842	1258	1409	2120	2271
Contig128106	4886	5067	5912	6093
Contig29329	16334	17085	20593	21344
Contig98632	972	1636	4741	5405
Contig131386	2655	3044	4863	5252
Contig4730	2538	3872	10102	11436
Contig137599	603	645	842	884
Contig122628	6013	6098	6499	6584
Contig36305	74	499	2484	2909
Contig104869	1700	1869	2658	2827
Contig104869	1360	1397	1574	1611
Contig104869	3687	4557	8620	9490
Contig74073	5118	5171	5424	5477
Contig30555	17095	18696	26169	27770
Contig30555	37094	38292	43889	45087
Contig30555	45355	45614	46829	47088
Contig1243	10437	11304	15351	16218
Contig36306	655	1114	3261	3720
Contig20819	25385	27248	35944	37807
Contig20819	5758	10646	33458	38346
Contig102184	2672	2980	4420	4728
Contig54443	434	1507	6520	7593
Contig28285	26195	29098	42651	45554
Contig28285	18	1343	7531	8856
Contig28285	11985	13901	22847	24763
Contig33986	705	2936	13352	15583
Contig1363	2394	2496	2976	3078
Contig1363	21927	22674	26164	26911
Contig54010	8026	10493	22012	24479
Contig22446	268	1901	9525	11158
Contig18839	227	1554	7750	9077
Contig202692	67	522	2650	3105
Contig19593	4499	5842	12111	13454
Contig19593	1900	2702	6446	7248
Contig19593	22066	24044	33281	35259
Contig22765	3266	4082	7896	8712
Contig117029	629	1022	2858	3251
Contig85693	3137	3183	3401	3447
Contig19150	678	1926	7755	9003
Contig2595	18600	19194	21969	22563
Contig2595	6308	6583	7868	8143
Contig67599	3765	4035	5295	5565
Contig33405	3530	3854	5371	5695
Contig138016	377	1041	4141	4805
Contig90894	2500	2757	3957	4214
Contig24274	9	2145	12113	14249
Contig34451	494	1037	3574	4117
Contig83099	278	670	2502	2894
Contig83263	4750	5129	6904	7283
Contig31503	15169	15780	18633	19244
Contig31503	2791	2824	2982	3015
Contig32306	18401	21801	37673	41073
Contig32306	44410	45774	52143	53507
Contig44104	5227	6920	14821	16514
Contig117480	1739	1980	3109	3350
Contig38215	288	1690	8233	9635
Contig61530	1099	2210	7396	8507
Contig84849	6351	7682	13896	15227
Contig18790	2959	4309	10610	11960
Contig171780	2519	2847	4383	4711
Contig61119	988	1573	4305	4890
Contig26718	5089	6776	14649	16336
Contig29832	576	2370	10745	12539
Contig31853	107	793	3995	4681
Contig1969	36	3099	17394	20457
Contig1969	740	2430	10321	12011
Contig46096	22358	22503	23181	23326
Contig46096	2755	5068	15867	18180
Contig28835	2685	4216	11363	12894
Contig28835	38151	39415	45320	46584
Contig28835	4532	7197	19638	22303
Contig28835	26289	29489	44428	47628
Contig98690	120	839	4196	4915
Contig75998	156	1336	6849	8029
Contig407286	3287	3743	5875	6331
Contig34444	14304	14580	15869	16145
Contig33586	66	1230	6666	7830
Contig43427	2712	3248	5752	6288
Contig29786	24218	25081	29110	29973
Contig29786	24354	25199	29144	29989
Contig29786	31783	32386	35200	35803
Contig18627	344	1003	4084	4743
Contig7962	4387	4810	6786	7209
Contig5093	3369	3458	3879	3968
Contig5093	4320	4377	4649	4706
Contig43307	913	4034	18602	21723
Contig201079	64	284	1316	1536
Contig48930	35	1855	10352	12172
Contig96019	4468	4502	4663	4697
Contig2379	321	2220	11085	12984
Contig2379	16381	16554	17362	17535
Contig64952	4806	5049	6189	6432
Contig58437	176	768	3535	4127
Contig52669	259	2118	10797	12656
Contig52669	12755	14281	21406	22932
Contig52669	9764	11810	21361	23407
Contig19354	6767	7369	10181	10783
Contig125919	1955	2321	4034	4400
Contig66607	1296	1327	1477	1508
Contig17403	823	2238	8843	10258
Contig1063	14524	14628	15115	15219
Contig210888	5028	5156	5754	5882
Contig1690	1231	1751	4182	4702
Contig1690	13615	13754	14408	14547
Contig129170	397	1218	5054	5875
Contig9974	181	293	819	931
Contig27312	3	1402	7931	9330
Contig69768	2929	3244	4716	5031
Contig50827	4148	4206	4479	4537
Contig50827	4578	7382	20473	23277
Contig63996	2248	3043	6753	7548
Contig21612	882	1716	5609	6443
Contig436365	2663	2910	4065	4312
Contig41621	2350	3974	11553	13177
Contig184524	313	386	732	805
Contig6358	574	1798	7516	8740
Contig63755	678	2888	13202	15412
Contig49688	772	4018	19166	22412
Contig1345	11418	12414	17064	18060
Contig8809	349	475	1064	1190
Contig19767	6016	6775	10322	11081
Contig19767	1102	1580	3813	4291
Contig2769	4581	5932	12238	13589
Contig18261	200	3296	17749	20845
Contig84980	631	1557	5883	6809
Contig113403	722	1317	4094	4689
Contig40000	3185	4917	13002	14734
Contig129342	103	1306	6924	8127
Contig15998	800	2625	11148	12973
Contig31290	153	312	1059	1218
Contig319365	136	323	1201	1388
Contig19927	7732	8622	12781	13671
Contig92428	32	334	1748	2050
Contig52096	5242	6614	13022	14394
Contig1267	2281	2403	2973	3095
Contig1267	11627	11748	12317	12438
Contig64996	514	759	1907	2152
Contig588107	3857	4238	6019	6400
Contig27451	26479	29326	42614	45461
Contig27451	687	1677	6302	7292
Contig25467	3780	4154	5903	6277
Contig57391	112	241	849	978
Contig80538	2755	3908	9291	10444
Contig28171	38952	39292	40885	41225
Contig28171	3826	5672	14292	16138
Contig28171	26955	27346	29172	29563
Contig28171	18960	19253	20626	20919
Contig28171	12926	13333	15235	15642
Contig70347	10719	11044	12564	12889
Contig24749	676	1752	6777	7853
Contig2349	676	1831	7224	8379
Contig78294	2970	3617	6637	7284
Contig43285	2323	4685	15708	18070
Contig43285	18069	18485	20428	20844
Contig65787	5303	6220	10503	11420
Contig6278	193	1564	7965	9336
Contig104005	3059	5061	14405	16407
Contig28259	28670	28726	28990	29046
Contig28259	16	1400	7861	9245
Contig70105	678	997	2487	2806
Contig57189	3828	5511	13370	15053
Contig19956	764	5469	27430	32135
Contig19956	36507	37047	39567	40107
Contig110543	64	1726	9487	11149
Contig37043	5441	5899	8041	8499
Contig28306	2955	7304	27601	31950
Contig8060	687	1155	3343	3811
Contig8060	5433	5675	6806	7048
Contig19437	23460	26377	39995	42912
Contig19437	63285	65326	74856	76897
Contig19437	933	2764	11313	13144
Contig19437	38634	41793	56537	59696
Contig55808	7	1556	8786	10335
Contig16634	2412	2612	3546	3746
Contig1968	6716	7740	12522	13546
Contig63899	1647	1756	2271	2380
Contig40786	2829	3856	8654	9681
Contig5577	3273	4795	11903	13425
Contig31249	719	1640	5941	6862
Contig211092	904	961	1232	1289
Contig43844	6350	6540	7431	7621
Contig53933	14546	14910	16612	16976
Contig32498	25029	26289	32174	33434
Contig28402	6581	7927	14210	15556
Contig28402	17027	18726	26658	28357
Contig33919	25214	25679	27855	28320
Contig41871	9744	11764	21197	23217
Contig41871	2563	3386	7227	8050
Contig97510	4167	4640	6849	7322
Contig45524	753	2479	10536	12262
Contig3153	799	2056	7926	9183
Contig62769	1403	1764	3453	3814
Contig62769	5079	5717	8696	9334
Contig40282	47	2238	12465	14656
Contig40282	2202	4295	14068	16161
Contig140960	445	609	1377	1541
Contig18372	6762	10453	27681	31372
Contig18372	2015	4723	17362	20070
Contig49399	4183	5976	14344	16137
Contig53472	135	2260	12177	14302
Contig53472	10435	10999	13637	14201
Contig3507	547	2641	12415	14509
Contig27453	1207	4807	21608	25208
Contig17598	63857	66228	77297	79668
Contig17598	385	3667	18988	22270
Contig17598	37334	38719	45184	46569
Contig17598	30967	31469	33813	34315
Contig66390	2811	3011	3946	4146
Contig20461	5355	5613	6817	7075
Contig77940	451	824	2567	2940
Contig16668	54170	55125	59585	60540
Contig16668	6924	8269	14549	15894
Contig16668	22815	28358	54228	59771
Contig16668	20604	20745	21405	21546
Contig40101	8275	9741	16586	18052
Contig85670	808	1383	4067	4642
Contig49449	2279	2902	5810	6433
Contig49449	8290	8447	9180	9337
Contig49449	896	1092	2010	2206
Contig4843	1727	2003	3296	3572
Contig4843	3575	3633	3906	3964
Contig132876	3483	4017	6512	7046
Contig151064	588	834	1983	2229
Contig42449	16872	21891	45313	50332
Contig29231	466	1916	8683	10133
Contig65005	434	467	625	658
Contig40714	13594	14666	19671	20743
Contig72859	688	1220	3707	4239
Contig50279	515	1776	7667	8928
Contig85851	2234	2755	5189	5710
Contig77733	2797	3171	4922	5296
Contig50948	6806	7686	11796	12676
Contig36286	10942	12561	20117	21736
Contig46401	7963	8042	8411	8490
Contig46401	9198	11741	23610	26153
Contig46401	754	1646	5813	6705
Contig46401	27681	27710	27846	27875
Contig46401	18791	20094	26181	27484
Contig60694	2099	3224	8478	9603
Contig95947	1194	2659	9496	10961
Contig78925	2077	2274	3196	3393
Contig41699	1310	2595	8592	9877
Contig41699	99	1368	7294	8563
Contig25916	1263	6065	28479	33281
Contig35897	1264	2887	10466	12089
Contig54782	6614	7456	11390	12232
Contig64026	2465	3957	10925	12417
Contig26854	13909	21534	57119	64744
Contig26854	1740	3134	9644	11038
Contig17300	384	843	2991	3450
Contig9536	184	1227	6095	7138
Contig79024	1299	2634	8868	10203
Contig101487	3541	4602	9555	10616
Contig101487	11216	11252	11424	11460
Contig43378	10440	11213	14821	15594
Contig65829	2990	4357	10741	12108
Contig40893	1760	2013	3199	3452
Contig43486	618	3892	19171	22445
Contig126239	550	1156	3985	4591
Contig79081	7597	8423	12282	13108
Contig44351	1991	2365	4113	4487
Contig688181	211	306	754	849
Contig33982	186	1626	8351	9791
Contig96319	7533	8025	10323	10815
Contig28226	3625	5573	14667	16615
Contig47903	5091	6174	11233	12316
Contig2348	4691	6890	17157	19356
Contig2348	971	1413	3478	3920
Contig2448	11379	12061	15244	15926
Contig2448	44	1336	7371	8663
Contig56007	1065	2117	7028	8080
Contig40662	22651	23540	27693	28582
Contig61198	1093	3017	11997	13921
Contig61198	839	1756	6038	6955
Contig73545	1972	2354	4143	4525
Contig222513	12	331	1821	2140
Contig18152	6251	8445	18688	20882
Contig19401	15497	16700	22320	23523
Contig40863	1546	3578	13064	15096
Contig32337	63563	64114	66691	67242
Contig32337	47502	49547	59095	61140
Contig18351	11041	15774	37865	42598
Contig57713	17658	17901	19038	19281
Contig57713	13561	13729	14514	14682
Contig9194	1288	1464	2291	2467
Contig1847	25050	25773	29147	29870
Contig196209	243	308	616	681
Contig1251	539	894	2556	2911
Contig1251	14422	15768	22051	23397
Contig42751	1184	1579	3425	3820
Contig56432	233	1139	5372	6278
Contig50940	1729	2564	6463	7298
Contig89714	5359	5599	6722	6962
Contig92245	707	1307	4112	4712
Contig44186	5386	7727	18655	20996
Contig55482	898	1036	1681	1819
Contig55482	5151	6500	12800	14149
Contig21123	14450	17135	29670	32355
Contig89978	1484	1734	2901	3151
Contig46912	5742	5859	6410	6527
Contig46912	6900	7021	7591	7712
Contig39316	9256	9496	10618	10858
Contig40605	11906	12780	16864	17738
Contig40605	33581	33641	33925	33985
Contig130143	1026	1372	2990	3336
Contig87221	24	207	1064	1247
Contig580376	9082	9319	10428	10665
Contig167	25805	27141	33376	34712
Contig167	39454	41749	52464	54759
Contig167	57481	57511	57651	57681
Contig167	1984	5959	24514	28489
Contig28484	94	1744	9450	11100
Contig295049	1443	2068	4989	5614
Contig93112	873	962	1383	1472
Contig117932	588	1547	6025	6984
Contig35669	212	3992	21632	25412
Contig202984	144	478	2043	2377
Contig37238	3252	3600	5225	5573
Contig877	26522	26822	28222	28522
Contig877	22023	22183	22936	23096
Contig165501	191	545	2200	2554
Contig55298	4938	5188	6357	6607
Contig103946	2390	2593	3544	3747
Contig80633	1257	1291	1456	1490
Contig60396	2609	4238	11843	13472
Contig23654	4173	4997	8844	9668
Contig1012	175	1909	10002	11736
Contig1012	12901	13148	14306	14553
Contig1012	14570	16440	25172	27042
Contig11145	2705	2955	4127	4377
Contig11145	2339	2392	2645	2698
Contig43192	9874	10412	12924	13462
Contig53816	1660	1958	3351	3649
Contig172549	918	1028	1542	1652
Contig41225	1726	2268	4802	5344
Contig47434	9548	11331	19652	21435
Contig47434	21598	22665	27647	28714
Contig41324	749	1329	4039	4619
Contig49981	4892	6605	14603	16316
Contig81223	1302	1767	3943	4408
Contig95067	527	568	764	805
Contig1162	57	1775	9795	11513
Contig110573	1996	2237	3362	3603
Contig50092	217	2398	12578	14759
Contig50092	6920	8091	13561	14732
Contig54028	9896	11132	16904	18140
Contig40326	1823	3369	10586	12132
Contig16867	24423	27286	40647	43510
Contig16867	44496	46273	54568	56345
Contig48029	634	1099	3271	3736
Contig115444	364	745	2525	2906
Contig54317	15766	16461	19706	20401
Contig55301	1895	3657	11884	13646
Contig38040	87	463	2219	2595
Contig38040	6135	6334	7267	7466
Contig38040	4219	4432	5426	5639
Contig114064	4370	4772	6651	7053
Contig7469	4252	5430	10928	12106
Contig836	7161	8857	16772	18468
Contig86120	1306	1787	4032	4513
Contig32791	3250	4192	8590	9532
Contig54492	2220	3338	8561	9679
Contig51649	1500	3429	12433	14362
Contig143114	1251	1498	2656	2903
Contig21238	1305	2060	5586	6341
Contig81929	543	844	2250	2551
Contig120013	808	1228	3194	3614
Contig120013	7125	8849	16898	18622
Contig111824	1263	1535	2809	3081
Contig69645	9761	10260	12590	13089
Contig23956	11300	13216	22163	24079
Contig5041	303	1160	5160	6017
Contig32601	4727	7569	20834	23676
Contig932	9229	10837	18345	19953
Contig130925	716	1114	2975	3373
Contig69657	3280	5025	13174	14919
Contig50965	2969	3441	5646	6118
Contig36341	31065	33149	42876	44960
Contig36341	8260	11026	23937	26703
Contig38104	1983	4108	14029	16154
Contig108214	1177	1231	1486	1540
Contig49133	3150	3436	4777	5063
Contig24507	6226	7346	12578	13698
Contig46925	3960	5864	14752	16656
Contig39842	1	584	3306	3889
Contig35240	1545	2012	4192	4659
Contig117537	122	1293	6762	7933
Contig23211	7729	8040	9497	9808
Contig23211	3781	3943	4701	4863
Contig760	21284	24128	37401	40245
Contig3869	245	787	3320	3862
Contig144635	505	1022	3439	3956
Contig62465	14456	15141	18342	19027
Contig42610	9960	15078	38962	44080
Contig42610	45647	48230	60287	62870
Contig69383	961	2895	11926	13860
Contig61537	11387	11481	11924	12018
Contig61537	1301	1645	3252	3596
Contig30087	3587	6535	20295	23243
Contig87172	408	2132	10180	11904
Contig4883	2984	3114	3726	3856
Contig80731	1468	1811	3415	3758
Contig46765	915	2196	8180	9461
Contig66852	1781	2056	3345	3620
Contig56961	816	1492	4648	5324
Contig45670	1029	1275	2426	2672
Contig46027	4288	4751	6913	7376
Contig2363	840	2997	13066	15223
Contig2363	20171	20469	21862	22160
Contig112932	586	1021	3052	3487
Contig1263	77	1202	6454	7579
Contig102103	696	1032	2600	2936
Contig703	7919	14333	44267	50681
Contig25713	15411	16235	20084	20908
Contig25713	249	684	2719	3154
Contig45454	15761	16391	19333	19963
Contig45454	9153	9385	10471	10703
Contig45454	11004	11065	11355	11416
Contig60626	63	2023	11173	13133
Contig64340	1	595	3372	3966
Contig1669	3380	3813	5834	6267
Contig36128	287	4323	23160	27196
Contig42152	3931	3960	4096	4125
Contig87357	275	1044	4634	5403
Contig39775	4028	4962	9323	10257
Contig72297	18403	18988	21723	22308
Contig30495	4355	4520	5294	5459
Contig84260	2913	3699	7368	8154
Contig8950	221	696	2917	3392
Contig18415	15760	17361	24838	26439
Contig66985	244	550	1978	2284
Contig9811	223	388	1159	1324
Contig20298	354	2793	14175	16614
Contig20298	2243	6067	23915	27739
Contig111244	2741	3142	5018	5419
Contig26958	8384	10634	21135	23385
Contig8387	3471	3542	3875	3946
Contig50447	12122	12632	15017	15527
Contig161321	594	623	759	788
Contig67920	8437	9753	15900	17216
Contig46341	4295	5307	10032	11044
Contig46341	15966	16031	16340	16405
Contig46341	16427	16488	16776	16837
Contig46341	14692	14763	15099	15170
Contig89197	158	2471	13267	15580
Contig89197	5375	7053	14889	16567
Contig173764	1729	2208	4446	4925
Contig37198	4597	4680	5068	5151
Contig32739	14773	14803	14946	14976
Contig49200	88	517	2524	2953
Contig35858	4832	8551	25912	29631
Contig58537	4705	5678	10225	11198
Contig120814	1303	2849	10065	11611
Contig17984	34	498	2664	3128
Contig126344	732	877	1559	1704
Contig32730	7870	8414	10958	11502
Contig16959	359	1493	6790	7924
Contig16959	12889	13423	15920	16454
Contig74203	4966	7402	18775	21211
Contig162935	93	285	1186	1378
Contig85830	6358	6742	8538	8922
Contig34633	105	295	1183	1373
Contig60356	1560	2715	8107	9262
Contig84918	13702	13802	14272	14372
Contig24807	4127	4921	8630	9424
Contig10293	4590	4660	4989	5059
Contig40051	7142	8025	12152	13035
Contig81603	5334	5767	7792	8225
Contig87440	1977	2544	5192	5759
Contig49594	1083	3438	14428	16783
Contig61918	64	1992	10993	12921
Contig157129	1385	1537	2249	2401
Contig5355	215	244	380	409
Contig23025	69	360	1722	2013
Contig16103	5390	5426	5596	5632
Contig16103	5664	12002	41582	47920
Contig55058	299	647	2273	2621
Contig2714	1774	3034	8917	10177
Contig43536	1967	2327	4008	4368
Contig27734	40	617	3314	3891
Contig137655	677	1717	6571	7611
Contig37095	4346	7691	23303	26648
Contig37095	26855	27115	28330	28590
Contig144011	234	1745	8797	10308
Contig477609	2998	3293	4671	4966
Contig26041	648	963	2434	2749
Contig23352	9129	11242	21105	23218
Contig23352	4328	5586	11460	12718
Contig52899	2052	2501	4602	5051
Contig126302	218	550	2103	2435
Contig27586	2419	4790	15858	18229
Contig125329	445	612	1395	1562
Contig18052	94832	96293	103112	104573
Contig18052	36563	39431	52817	55685
Contig46934	1734	2846	8037	9149
Contig55365	2008	3362	9681	11035
Contig23017	438	1081	4086	4729
Contig39970	2537	5245	17884	20592
Contig41671	6041	6430	8251	8640
Contig67965	2086	3989	12874	14777
Contig51257	3092	3919	7784	8611
Contig19591	8160	9098	13478	14416
Contig172730	1935	2126	3018	3209
Contig20889	17629	18971	25238	26580
Contig20889	15273	16646	23058	24431
Contig38962	10363	11433	16427	17497
Contig65124	2902	3455	6037	6590
Contig54737	10101	12297	22547	24743
Contig39183	8220	9201	13780	14761
Contig50986	8	122	657	771
Contig41467	5299	8024	20742	23467
Contig59668	11013	11301	12645	12933
Contig844	12829	13161	14711	15043
Contig3923	12192	14778	26850	29436
Contig3923	4815	5392	8085	8662
Contig6528	731	1474	4947	5690
Contig6528	4702	5106	6996	7400
Contig39607	16284	16756	18959	19431
Contig154830	630	673	874	917
Contig90730	50	465	2403	2818
Contig134711	915	1108	2010	2203
Contig31546	472	2792	13624	15944
Contig205	11412	11907	14220	14715
Contig205	4829	5110	6422	6703
Contig24106	1658	2430	6039	6811
Contig82643	1592	1856	3094	3358
Contig19267	54039	57044	71069	74074
Contig19267	12514	14612	24403	26501
Contig1947	3655	5419	13655	15419
Contig35862	8692	9674	14261	15243
Contig261	12002	14076	23759	25833
Contig261	38347	39337	43958	44948
Contig261	5220	5878	8955	9613
Contig59806	1083	1346	2579	2842
Contig117849	1529	1557	1692	1720
Contig42363	376	1313	5687	6624
Contig354150	87	568	2814	3295
Contig85589	2818	4307	11259	12748
Contig37414	35514	35622	36128	36236
Contig37414	26515	27175	30259	30919
Contig37414	10841	11059	12077	12295
Contig19156	827	2016	7568	8757
Contig67574	5300	6026	9420	10146
Contig45677	70	1069	5737	6736
Contig45677	4211	7366	22091	25246
Contig82532	1005	1530	3982	4507
Contig42260	21214	21825	24678	25289
Contig35654	573	1043	3240	3710
Contig70238	3933	4698	8270	9035
Contig41700	4516	7146	19424	22054
Contig40844	468	1001	3494	4027
Contig76282	795	2083	8097	9385
Contig7193	380	823	2895	3338
Contig78231	1518	2404	6545	7431
Contig26204	7017	9711	22286	24980
Contig42893	18653	19142	21430	21919
Contig19602	11918	12329	14250	14661
Contig19602	37851	41079	56144	59372
Contig19602	26652	26874	27916	28138
Contig19602	28168	28219	28457	28508
Contig37161	3260	4541	10521	11802
Contig991	2630	3825	9405	10600
Contig82594	6217	8981	21884	24648
Contig75982	3870	4691	8523	9344
Contig2734	3851	4419	7076	7644
Contig2734	318	493	1313	1488
Contig57147	1003	2288	8285	9570
Contig48022	11312	11518	12485	12691
Contig126915	1095	1178	1567	1650
Contig41976	18020	18932	23189	24101
Contig61457	2341	3951	11467	13077
Contig4668	1770	3040	8969	10239
Contig515263	1390	1423	1578	1611
Contig88158	1215	1880	4986	5651
Contig27332	119	2378	12923	15182
Contig66914	4517	4888	6621	6992
Contig38153	5490	6112	9015	9637
Contig69521	2149	2917	6501	7269
Contig44827	7273	7518	8662	8907
Contig34824	17832	19059	24789	26016
Contig34824	5032	6232	11835	13035
Contig104033	749	855	1356	1462
Contig167099	95	240	921	1066
Contig94397	3429	3789	5472	5832
Contig22113	3614	3895	5207	5488
Contig34364	22290	23097	26869	27676
Contig66728	16923	17544	20445	21066
Contig66728	14261	14570	16012	16321
Contig126867	3155	3593	5642	6080
Contig68796	225	383	1125	1283
Contig76261	237	535	1928	2226
Contig248	3044	6609	23249	26814
Contig48425	786	1368	4085	4667
Contig41477	297	3019	15726	18448
Contig121129	188	481	1854	2147
Contig3541	2677	5602	19257	22182
Contig88046	1073	1478	3371	3776
Contig209747	334	508	1322	1496
Contig67993	260	661	2537	2938
Contig25979	11188	11586	13448	13846
Contig98399	4788	4833	5044	5089
Contig54512	6480	7367	11512	12399
Contig34701	377	1853	8743	10219
Contig104425	825	985	1733	1893
Contig78230	56	203	891	1038
Contig33065	1156	3605	15034	17483
Contig33065	18964	19341	21104	21481
Contig33065	8950	10440	17397	18887
Contig4062	1	833	4721	5553
Contig49160	10320	10480	11228	11388
Contig47889	3947	4703	8233	8989
Contig34542	1909	2767	6772	7630
