"Quant_Varia"	"contig_gene"	"start_gene"	"end_gene"	"Pst_Values"
"Contig67965_2086_14777"	"Contig67965"	"2086"	"14777"	0.00265512053022778
"Contig68098_380_3255"	"Contig68098"	"380"	"3255"	0.0689725866438558
"Contig6812_670_5191"	"Contig6812"	"670"	"5191"	0.0020633235710266
"Contig68197_228_7685"	"Contig68197"	"228"	"7685"	0.398790293078029
"Contig68236_1284_10390"	"Contig68236"	"1284"	"10390"	0.393824274854697
"Contig68236_2627_12163"	"Contig68236"	"2627"	"12163"	0.109613317854517
"Contig68246_1257_2423"	"Contig68246"	"1257"	"2423"	0.00635611981759402
"Contig68269_883_11997"	"Contig68269"	"883"	"11997"	0.70533665314248
"Contig683_239_14905"	"Contig683"	"239"	"14905"	0.0635232533961954
"Contig68306_1362_8024"	"Contig68306"	"1362"	"8024"	0.193710700649584
"Contig6832_2304_4507"	"Contig6832"	"2304"	"4507"	0.532208427962368
"Contig6832_742_2024"	"Contig6832"	"742"	"2024"	0.222235293219688
"Contig68334_1643_8932"	"Contig68334"	"1643"	"8932"	0.564858257252013
"Contig6837_1281_8945"	"Contig6837"	"1281"	"8945"	0.00781741487427475
"Contig684_1433_20394"	"Contig684"	"1433"	"20394"	0.00849803468303835
"Contig68422_127_3727"	"Contig68422"	"127"	"3727"	0.383178621123353
"Contig6852_294_1067"	"Contig6852"	"294"	"1067"	0.0493583361873871
"Contig68534_2133_2537"	"Contig68534"	"2133"	"2537"	0.466077010502812
"Contig68557_332_2472"	"Contig68557"	"332"	"2472"	0.190384720315341
"Contig68582_4153_4365"	"Contig68582"	"4153"	"4365"	0.692465688984614
"Contig68638_1525_7283"	"Contig68638"	"1525"	"7283"	0.305198596770905
"Contig6867_347_6325"	"Contig6867"	"347"	"6325"	0.0617801810401779
"Contig68695_18_2239"	"Contig68695"	"18"	"2239"	0.0588255110816367
"Contig68732_284_15787"	"Contig68732"	"284"	"15787"	0.156216343650454
"Contig68760_918_6085"	"Contig68760"	"918"	"6085"	0.525897715844394
"Contig68777_316_8641"	"Contig68777"	"316"	"8641"	0.0202819547699176
"Contig68810_125_11206"	"Contig68810"	"125"	"11206"	0.811547844972333
"Contig68810_13_16813"	"Contig68810"	"13"	"16813"	0.717776248659618
"Contig689_1513_5035"	"Contig689"	"1513"	"5035"	0.672497273230826
"Contig68916_19672_26454"	"Contig68916"	"19672"	"26454"	0.189588480503514
"Contig68917_111_11623"	"Contig68917"	"111"	"11623"	0.350455073466573
"Contig68951_813_4388"	"Contig68951"	"813"	"4388"	0.230120506359528
"Contig69_39098_62562"	"Contig69"	"39098"	"62562"	0.969778772457724
"Contig69005_3463_14361"	"Contig69005"	"3463"	"14361"	0.115659825260443
"Contig69038_8360_10674"	"Contig69038"	"8360"	"10674"	0.674563429277418
"Contig69067_5869_13310"	"Contig69067"	"5869"	"13310"	0.753578818091368
"Contig69164_1838_15683"	"Contig69164"	"1838"	"15683"	0.0452145551518311
"Contig69210_3504_5352"	"Contig69210"	"3504"	"5352"	0.0157302443810567
"Contig69293_629_8298"	"Contig69293"	"629"	"8298"	0.397459494456567
"Contig693_1110_14704"	"Contig693"	"1110"	"14704"	0.0816908577175025
"Contig69338_402_5346"	"Contig69338"	"402"	"5346"	0.786496321210092
"Contig69339_144_8523"	"Contig69339"	"144"	"8523"	0.396490944161949
"Contig69385_5131_8684"	"Contig69385"	"5131"	"8684"	0.0310053092508176
"Contig69399_458_8189"	"Contig69399"	"458"	"8189"	0.0349000103286225
"Contig69405_2042_4106"	"Contig69405"	"2042"	"4106"	0.686756821759812
"Contig6946_196_558"	"Contig6946"	"196"	"558"	0.145954130054393
"Contig69465_3_1250"	"Contig69465"	"3"	"1250"	0.884403191198915
"Contig695_32_19666"	"Contig695"	"32"	"19666"	0.676563536525608
"Contig69503_953_15468"	"Contig69503"	"953"	"15468"	0.205983779820272
"Contig69521_2149_7269"	"Contig69521"	"2149"	"7269"	0.763343436169522
"Contig69548_2180_5726"	"Contig69548"	"2180"	"5726"	0.0979336636570721
"Contig69620_1990_19525"	"Contig69620"	"1990"	"19525"	0.346129427105975
"Contig69655_645_6766"	"Contig69655"	"645"	"6766"	0.0951751601462072
"Contig69860_10242_16777"	"Contig69860"	"10242"	"16777"	0.316668629108235
"Contig69885_5460_27156"	"Contig69885"	"5460"	"27156"	0.0273769515062293
"Contig69914_4417_5410"	"Contig69914"	"4417"	"5410"	0.790454587613701
"Contig69952_34_7180"	"Contig69952"	"34"	"7180"	0.104897462231987
"Contig7_16056_71650"	"Contig7"	"16056"	"71650"	0.749297970984906
"Contig7_85058_97538"	"Contig7"	"85058"	"97538"	0.839220442899727
"Contig70095_3174_7271"	"Contig70095"	"3174"	"7271"	0.364880603495982
"Contig70234_5384_12630"	"Contig70234"	"5384"	"12630"	0.059632394264931
"Contig70247_9337_20367"	"Contig70247"	"9337"	"20367"	0.063798748094709
"Contig70257_661_11342"	"Contig70257"	"661"	"11342"	0.185567195012322
"Contig70298_189_937"	"Contig70298"	"189"	"937"	0.098162311058568
"Contig70400_4125_18919"	"Contig70400"	"4125"	"18919"	0.23788902364706
"Contig70436_72_6507"	"Contig70436"	"72"	"6507"	0.307891636912986
"Contig70473_89_5559"	"Contig70473"	"89"	"5559"	0.084337212597039
"Contig70482_350_8816"	"Contig70482"	"350"	"8816"	0.00499088407070941
"Contig705_13595_39837"	"Contig705"	"13595"	"39837"	0.680529078209457
"Contig70527_60_11634"	"Contig70527"	"60"	"11634"	0.74031034485663
"Contig70546_1576_2318"	"Contig70546"	"1576"	"2318"	0.843567511732539
"Contig70546_5139_6907"	"Contig70546"	"5139"	"6907"	0.292475771040519
"Contig70565_301_6461"	"Contig70565"	"301"	"6461"	0.320317356517345
"Contig70572_4138_6975"	"Contig70572"	"4138"	"6975"	0.0497091933421569
"Contig70587_1074_8087"	"Contig70587"	"1074"	"8087"	0.00588667963300342
"Contig70616_1398_5802"	"Contig70616"	"1398"	"5802"	0.00149620328451516
"Contig70696_1321_14258"	"Contig70696"	"1321"	"14258"	0.398926195198649
"Contig70703_2391_2575"	"Contig70703"	"2391"	"2575"	0.50972853846666
"Contig70706_2372_14604"	"Contig70706"	"2372"	"14604"	0.653465282276499
"Contig70713_655_12642"	"Contig70713"	"655"	"12642"	0.34209461128934
"Contig7074_738_1129"	"Contig7074"	"738"	"1129"	0.27606321602161
"Contig70740_161_2056"	"Contig70740"	"161"	"2056"	0.549883467424534
"Contig70765_762_12276"	"Contig70765"	"762"	"12276"	0.346281803367686
"Contig70771_2092_12839"	"Contig70771"	"2092"	"12839"	1.00911041038106e-05
"Contig70851_601_1517"	"Contig70851"	"601"	"1517"	0.0951950272580062
"Contig70863_721_4671"	"Contig70863"	"721"	"4671"	0.00255544648619998
"Contig70944_1041_3844"	"Contig70944"	"1041"	"3844"	0.548412779857184
"Contig70964_2316_9985"	"Contig70964"	"2316"	"9985"	0.0765997279224979
"Contig71106_1044_7712"	"Contig71106"	"1044"	"7712"	0.454247526015361
"Contig7111_1709_9588"	"Contig7111"	"1709"	"9588"	0.370817764515764
"Contig7111_6121_13293"	"Contig7111"	"6121"	"13293"	0.0148486947874751
"Contig71190_4373_15190"	"Contig71190"	"4373"	"15190"	0.815773893910687
"Contig71224_2003_13760"	"Contig71224"	"2003"	"13760"	5.29864939145255e-05
"Contig71226_3479_10484"	"Contig71226"	"3479"	"10484"	0.0498441346541682
"Contig71249_415_8282"	"Contig71249"	"415"	"8282"	0.0995507741452196
"Contig71265_4_11851"	"Contig71265"	"4"	"11851"	0.177954664643458
"Contig71265_8021_13957"	"Contig71265"	"8021"	"13957"	0.113066614612086
"Contig71305_4694_9120"	"Contig71305"	"4694"	"9120"	0.524530653629027
"Contig71316_16699_28786"	"Contig71316"	"16699"	"28786"	0.547483340152203
"Contig71316_20753_26056"	"Contig71316"	"20753"	"26056"	0.567901900149899
"Contig71356_154_3737"	"Contig71356"	"154"	"3737"	0.437597163330687
"Contig71366_2408_6882"	"Contig71366"	"2408"	"6882"	0.508707589949339
"Contig71412_453_20118"	"Contig71412"	"453"	"20118"	0.321096963544519
"Contig71414_612_13369"	"Contig71414"	"612"	"13369"	0.0232500098592176
"Contig71419_1660_15446"	"Contig71419"	"1660"	"15446"	0.109342122635973
"Contig71423_18772_35954"	"Contig71423"	"18772"	"35954"	0.45305887067645
"Contig71473_875_13421"	"Contig71473"	"875"	"13421"	0.365239060299911
"Contig7148_276_7154"	"Contig7148"	"276"	"7154"	0.0711352997568945
"Contig7149_261_8581"	"Contig7149"	"261"	"8581"	0.776745562469399
"Contig71515_3894_7161"	"Contig71515"	"3894"	"7161"	0.0977057163568335
"Contig71624_1202_1405"	"Contig71624"	"1202"	"1405"	0.000310062044338241
"Contig71624_1427_3211"	"Contig71624"	"1427"	"3211"	0.375341193619577
"Contig71638_1573_15660"	"Contig71638"	"1573"	"15660"	0.0104232835545923
"Contig7164_1412_3372"	"Contig7164"	"1412"	"3372"	0.419337262170707
"Contig71659_2187_14316"	"Contig71659"	"2187"	"14316"	0.0136416489501311
"Contig71680_2053_8289"	"Contig71680"	"2053"	"8289"	0.338808081651154
"Contig71681_1194_6829"	"Contig71681"	"1194"	"6829"	0.438374458121905
"Contig71709_579_5247"	"Contig71709"	"579"	"5247"	0.360263670934971
"Contig71746_7022_7497"	"Contig71746"	"7022"	"7497"	0.372242519332286
"Contig71755_2387_7036"	"Contig71755"	"2387"	"7036"	0.12515241638549
"Contig71759_15854_29067"	"Contig71759"	"15854"	"29067"	0.544083031492636
"Contig7176_2081_6226"	"Contig7176"	"2081"	"6226"	0.148053457954121
"Contig71779_166_8079"	"Contig71779"	"166"	"8079"	0.598235196000243
"Contig71795_807_1855"	"Contig71795"	"807"	"1855"	0.551257271527317
"Contig71959_3710_9046"	"Contig71959"	"3710"	"9046"	2.15305257049717e-05
"Contig71962_152_4853"	"Contig71962"	"152"	"4853"	0.164082262562868
"Contig7197_3228_7078"	"Contig7197"	"3228"	"7078"	0.250571400986154
"Contig72_3413_13740"	"Contig72"	"3413"	"13740"	0.318681515283099
"Contig7202_209_8167"	"Contig7202"	"209"	"8167"	0.324006087269087
"Contig72041_1521_6694"	"Contig72041"	"1521"	"6694"	0.0183074076365884
"Contig72072_819_5551"	"Contig72072"	"819"	"5551"	0.533085036942463
"Contig72083_213_1095"	"Contig72083"	"213"	"1095"	0.459174054749946
"Contig72089_919_13587"	"Contig72089"	"919"	"13587"	0.407371822801782
"Contig721_7564_12635"	"Contig721"	"7564"	"12635"	0.136222322453864
"Contig72122_901_5011"	"Contig72122"	"901"	"5011"	0.153417720499636
"Contig72124_564_8217"	"Contig72124"	"564"	"8217"	0.381158631161821
"Contig72149_332_11207"	"Contig72149"	"332"	"11207"	0.391632301537715
"Contig72189_758_16924"	"Contig72189"	"758"	"16924"	0.0308546031050118
"Contig72197_130_13355"	"Contig72197"	"130"	"13355"	0.191851493989273
"Contig722_5309_18775"	"Contig722"	"5309"	"18775"	0.330207384904779
"Contig72206_4070_8358"	"Contig72206"	"4070"	"8358"	0.108719702037086
"Contig72207_2017_7624"	"Contig72207"	"2017"	"7624"	0.172494062370228
"Contig72218_10082_13090"	"Contig72218"	"10082"	"13090"	0.810859867699344
"Contig72247_1_11788"	"Contig72247"	"1"	"11788"	0.165497907303533
"Contig7225_160_5023"	"Contig7225"	"160"	"5023"	0.302985545317043
"Contig72284_166_2380"	"Contig72284"	"166"	"2380"	0.550403122974165
"Contig72285_177_1797"	"Contig72285"	"177"	"1797"	0.0900269303115979
"Contig723_6931_19030"	"Contig723"	"6931"	"19030"	0.118569545812978
"Contig7237_5457_13242"	"Contig7237"	"5457"	"13242"	0.0112474234021384
"Contig7237_70_18539"	"Contig7237"	"70"	"18539"	0.0112474234021384
"Contig72405_2524_10481"	"Contig72405"	"2524"	"10481"	0.0935281601727146
"Contig72420_5980_14832"	"Contig72420"	"5980"	"14832"	0.348080958392749
"Contig725_1149_14307"	"Contig725"	"1149"	"14307"	0.541957943893296
"Contig72583_635_5226"	"Contig72583"	"635"	"5226"	0.0654887614761058
"Contig72635_294_1106"	"Contig72635"	"294"	"1106"	0.465565840033547
"Contig72640_9271_11259"	"Contig72640"	"9271"	"11259"	0.0075245323880717
"Contig72718_745_4773"	"Contig72718"	"745"	"4773"	0.0113775701610288
"Contig72720_1042_5862"	"Contig72720"	"1042"	"5862"	0.0752246678395016
"Contig72776_11_4985"	"Contig72776"	"11"	"4985"	0.460569891499822
"Contig72899_48_4252"	"Contig72899"	"48"	"4252"	0.37345038963522
"Contig72979_33_8890"	"Contig72979"	"33"	"8890"	0.0197161636669208
"Contig730_8924_22115"	"Contig730"	"8924"	"22115"	0.102839924074895
"Contig73037_902_4342"	"Contig73037"	"902"	"4342"	0.00300696146960892
"Contig73043_6232_19667"	"Contig73043"	"6232"	"19667"	0.729120236523988
"Contig73256_731_2772"	"Contig73256"	"731"	"2772"	0.248098680323357
"Contig733_10946_27100"	"Contig733"	"10946"	"27100"	0.342411807490159
"Contig73309_1735_9576"	"Contig73309"	"1735"	"9576"	0.194241869693518
"Contig73431_4932_15788"	"Contig73431"	"4932"	"15788"	0.00273206422516983
"Contig7346_139_450"	"Contig7346"	"139"	"450"	0.00194312292223882
"Contig73599_650_8284"	"Contig73599"	"650"	"8284"	0.296782385127081
"Contig73652_15611_16879"	"Contig73652"	"15611"	"16879"	0.104342510150606
"Contig73744_5487_14445"	"Contig73744"	"5487"	"14445"	0.0884249401583544
"Contig7376_63_5938"	"Contig7376"	"63"	"5938"	0.515293917436861
"Contig73824_2730_6721"	"Contig73824"	"2730"	"6721"	0.176494371466354
"Contig73834_877_2664"	"Contig73834"	"877"	"2664"	0.764855791114505
"Contig73841_3029_6010"	"Contig73841"	"3029"	"6010"	0.000314457978353792
"Contig73868_3587_6664"	"Contig73868"	"3587"	"6664"	0.462566751906676
"Contig73892_1083_3742"	"Contig73892"	"1083"	"3742"	0.209231414266017
"Contig73954_12_5046"	"Contig73954"	"12"	"5046"	0.238719388744401
"Contig73962_42_3167"	"Contig73962"	"42"	"3167"	0.556436169444026
"Contig73964_818_5303"	"Contig73964"	"818"	"5303"	0.148109391458993
"Contig74_45188_59050"	"Contig74"	"45188"	"59050"	0.646485640662706
"Contig74037_2983_15819"	"Contig74037"	"2983"	"15819"	0.00204891836960059
"Contig74051_1687_7249"	"Contig74051"	"1687"	"7249"	0.617882542851169
"Contig74067_304_2484"	"Contig74067"	"304"	"2484"	0.0544104835077155
"Contig74076_1_3034"	"Contig74076"	"1"	"3034"	0.445466367621325
"Contig74089_1736_5495"	"Contig74089"	"1736"	"5495"	0.0551007625142642
"Contig74113_431_3718"	"Contig74113"	"431"	"3718"	0.0628417080226508
"Contig74114_1712_10150"	"Contig74114"	"1712"	"10150"	0.550651669767933
"Contig74152_115_5078"	"Contig74152"	"115"	"5078"	0.442969877184488
"Contig74169_2560_5881"	"Contig74169"	"2560"	"5881"	0.242626912639944
"Contig74176_2823_9971"	"Contig74176"	"2823"	"9971"	0.304351723660448
"Contig74228_434_1697"	"Contig74228"	"434"	"1697"	0.153696087281587
"Contig74253_89_1617"	"Contig74253"	"89"	"1617"	0.757681028710995
"Contig743_1_22735"	"Contig743"	"1"	"22735"	0.376258667124636
"Contig74413_477_5821"	"Contig74413"	"477"	"5821"	0.355578269463277
"Contig74507_125_10490"	"Contig74507"	"125"	"10490"	0.515380805972965
"Contig74668_177_3232"	"Contig74668"	"177"	"3232"	0.361270197946946
"Contig7469_4252_12106"	"Contig7469"	"4252"	"12106"	0.176058265197693
"Contig74772_148_8062"	"Contig74772"	"148"	"8062"	0.484612438498281
"Contig74849_3185_8893"	"Contig74849"	"3185"	"8893"	0.703237541289475
"Contig75_42670_78851"	"Contig75"	"42670"	"78851"	0.160078250523405
"Contig75_7031_16947"	"Contig75"	"7031"	"16947"	0.851728316245855
"Contig75001_2325_12626"	"Contig75001"	"2325"	"12626"	0.209306470187141
"Contig75073_12658_15316"	"Contig75073"	"12658"	"15316"	0.296974220701605
"Contig75073_1683_12303"	"Contig75073"	"1683"	"12303"	0.157697476773672
"Contig7509_1564_7422"	"Contig7509"	"1564"	"7422"	0.491235084185045
"Contig75189_130_12465"	"Contig75189"	"130"	"12465"	0.0103583283595736
"Contig75320_1619_5226"	"Contig75320"	"1619"	"5226"	0.432517174382461
"Contig75441_2370_7206"	"Contig75441"	"2370"	"7206"	0.307353483739641
"Contig75448_1363_3834"	"Contig75448"	"1363"	"3834"	0.0975003050960433
"Contig755_22156_37278"	"Contig755"	"22156"	"37278"	0.263626881889021
"Contig75533_4504_15542"	"Contig75533"	"4504"	"15542"	0.0064547184478378
"Contig75534_339_1412"	"Contig75534"	"339"	"1412"	0.501961956267818
"Contig7559_823_2243"	"Contig7559"	"823"	"2243"	0.017400792159628
"Contig756_16463_29225"	"Contig756"	"16463"	"29225"	0.771738460021031
"Contig75642_12741_13758"	"Contig75642"	"12741"	"13758"	0.0716598978505567
"Contig7568_108_11224"	"Contig7568"	"108"	"11224"	0.000241120806314318
"Contig75717_2377_13133"	"Contig75717"	"2377"	"13133"	0.00384084400385513
"Contig75783_2317_4177"	"Contig75783"	"2317"	"4177"	0.766653684572768
"Contig75795_5964_9991"	"Contig75795"	"5964"	"9991"	0.23150701967315
"Contig759_423_19565"	"Contig759"	"423"	"19565"	0.397880406090372
"Contig75968_3160_4939"	"Contig75968"	"3160"	"4939"	0.725708061231545
"Contig75982_3870_9344"	"Contig75982"	"3870"	"9344"	0.0464968347979507
"Contig760_21284_40245"	"Contig760"	"21284"	"40245"	0.658382057708801
"Contig76000_260_9153"	"Contig76000"	"260"	"9153"	0.733699939696957
"Contig7610_44_1657"	"Contig7610"	"44"	"1657"	0.149517115248616
"Contig76117_2080_5656"	"Contig76117"	"2080"	"5656"	0.826380563340265
"Contig76246_4772_5290"	"Contig76246"	"4772"	"5290"	0.00109947393844954
"Contig76256_1_4449"	"Contig76256"	"1"	"4449"	0.00253408718883483
"Contig76276_377_4141"	"Contig76276"	"377"	"4141"	0.0510106051178374
"Contig763_33906_42360"	"Contig763"	"33906"	"42360"	0.0437493182781785
"Contig7632_428_1197"	"Contig7632"	"428"	"1197"	0.0462302277426745
"Contig764_2037_5886"	"Contig764"	"2037"	"5886"	0.138375218805905
"Contig764_2538_12224"	"Contig764"	"2538"	"12224"	0.645984515322671
"Contig76414_894_2474"	"Contig76414"	"894"	"2474"	0.379695250251812
"Contig76430_468_9573"	"Contig76430"	"468"	"9573"	0.334043997798422
"Contig76460_1422_6395"	"Contig76460"	"1422"	"6395"	0.0071565498543736
"Contig76489_27_2464"	"Contig76489"	"27"	"2464"	0.116375943315439
"Contig76725_1450_3369"	"Contig76725"	"1450"	"3369"	0.0354123121257258
"Contig768_4604_33940"	"Contig768"	"4604"	"33940"	0.0109184622295155
"Contig76818_9807_16722"	"Contig76818"	"9807"	"16722"	0.45686436421309
"Contig769_4339_15468"	"Contig769"	"4339"	"15468"	0.534463701401621
"Contig76916_472_3231"	"Contig76916"	"472"	"3231"	2.93515573043659e-05
"Contig76963_1511_4812"	"Contig76963"	"1511"	"4812"	0.00717673590675183
"Contig76965_305_1767"	"Contig76965"	"305"	"1767"	0.646159468885524
"Contig76970_959_11327"	"Contig76970"	"959"	"11327"	0.207348380865849
"Contig76996_1155_10724"	"Contig76996"	"1155"	"10724"	0.380303278980869
"Contig76998_188_2381"	"Contig76998"	"188"	"2381"	0.33733526049956
"Contig77_5209_25810"	"Contig77"	"5209"	"25810"	0.437755633606656
"Contig770_2827_15907"	"Contig770"	"2827"	"15907"	0.423372347748878
"Contig77090_2578_5673"	"Contig77090"	"2578"	"5673"	0.269597222719041
"Contig77109_318_4015"	"Contig77109"	"318"	"4015"	0.0417427616712607
"Contig77150_708_2717"	"Contig77150"	"708"	"2717"	0.0385377250901936
"Contig7717_161_5654"	"Contig7717"	"161"	"5654"	0.433735059443295
"Contig77221_1109_9853"	"Contig77221"	"1109"	"9853"	0.590696241461434
"Contig7723_21_2661"	"Contig7723"	"21"	"2661"	0.101262417197367
"Contig77234_1368_1622"	"Contig77234"	"1368"	"1622"	0.39352110979978
"Contig7725_60_6473"	"Contig7725"	"60"	"6473"	0.676131613671619
"Contig77255_706_13405"	"Contig77255"	"706"	"13405"	0.739999666215564
"Contig77255_847_8941"	"Contig77255"	"847"	"8941"	0.712383039087146
"Contig773_3081_29021"	"Contig773"	"3081"	"29021"	0.449210145885581
"Contig7733_480_8771"	"Contig7733"	"480"	"8771"	0.0617264777266028
"Contig77382_3559_10918"	"Contig77382"	"3559"	"10918"	0.458295738243215
"Contig77409_1052_11465"	"Contig77409"	"1052"	"11465"	0.462519599101151
"Contig77450_185_9628"	"Contig77450"	"185"	"9628"	0.291482831327201
"Contig77456_168_8383"	"Contig77456"	"168"	"8383"	0.308267849048215
"Contig77494_3409_13490"	"Contig77494"	"3409"	"13490"	0.113329469841527
"Contig77494_397_2700"	"Contig77494"	"397"	"2700"	0.302132632815449
"Contig77508_4111_8822"	"Contig77508"	"4111"	"8822"	0.0298921128836854
"Contig77581_85_7869"	"Contig77581"	"85"	"7869"	0.641472242802512
"Contig77611_3477_6070"	"Contig77611"	"3477"	"6070"	0.917204804394108
"Contig77633_1116_5461"	"Contig77633"	"1116"	"5461"	0.00255579118120432
"Contig77688_90_2399"	"Contig77688"	"90"	"2399"	0.238888412733954
"Contig77783_333_6553"	"Contig77783"	"333"	"6553"	0.00310964290211134
"Contig77783_623_1156"	"Contig77783"	"623"	"1156"	0.00310964290211134
"Contig77913_2822_12636"	"Contig77913"	"2822"	"12636"	0.748884335064872
"Contig77949_1645_11890"	"Contig77949"	"1645"	"11890"	0.799127981104054
"Contig77964_1143_9993"	"Contig77964"	"1143"	"9993"	0.0755699106830111
"Contig77977_1427_15547"	"Contig77977"	"1427"	"15547"	0.727102469651677
"Contig780_11444_18908"	"Contig780"	"11444"	"18908"	0.354494175410184
"Contig78200_1774_7012"	"Contig78200"	"1774"	"7012"	0.227951097273832
"Contig78230_56_1038"	"Contig78230"	"56"	"1038"	0.00999523541004094
"Contig78240_730_7780"	"Contig78240"	"730"	"7780"	0.0184633786453025
"Contig78284_104_3618"	"Contig78284"	"104"	"3618"	0.661740232966569
"Contig78368_1260_7989"	"Contig78368"	"1260"	"7989"	0.49343686204209
"Contig78412_3240_6936"	"Contig78412"	"3240"	"6936"	0.0391222573512618
"Contig78445_296_3315"	"Contig78445"	"296"	"3315"	0.273250624264965
"Contig78481_315_9286"	"Contig78481"	"315"	"9286"	0.598607335393133
"Contig78500_20922_26167"	"Contig78500"	"20922"	"26167"	0.190545891155819
"Contig78510_6469_22518"	"Contig78510"	"6469"	"22518"	0.869816659364704
"Contig786_11702_19000"	"Contig786"	"11702"	"19000"	0.00404236572485346
"Contig78612_1198_16434"	"Contig78612"	"1198"	"16434"	0.569098010002545
"Contig78636_6823_14659"	"Contig78636"	"6823"	"14659"	0.0480918033662521
"Contig78746_314_3663"	"Contig78746"	"314"	"3663"	0.560291170269522
"Contig78755_4508_9067"	"Contig78755"	"4508"	"9067"	0.687055554432978
"Contig7876_257_2163"	"Contig7876"	"257"	"2163"	0.779994965391457
"Contig788_29503_36068"	"Contig788"	"29503"	"36068"	0.228495326695
"Contig78813_981_6716"	"Contig78813"	"981"	"6716"	0.332732093667342
"Contig78862_4377_12238"	"Contig78862"	"4377"	"12238"	0.102325428605413
"Contig7893_3_6387"	"Contig7893"	"3"	"6387"	0.28141323732825
"Contig78944_2304_3284"	"Contig78944"	"2304"	"3284"	0.519127247417825
"Contig79047_1_9330"	"Contig79047"	"1"	"9330"	0.0204325622874121
"Contig7905_226_2263"	"Contig7905"	"226"	"2263"	0.000265957796698438
"Contig7915_1601_11791"	"Contig7915"	"1601"	"11791"	0.0174440289309021
"Contig79151_3769_8744"	"Contig79151"	"3769"	"8744"	0.274977998413865
"Contig79203_15_9266"	"Contig79203"	"15"	"9266"	0.011920926735925
"Contig79205_924_8459"	"Contig79205"	"924"	"8459"	0.000397689032997531
"Contig79302_5008_7915"	"Contig79302"	"5008"	"7915"	0.282194732839722
"Contig79356_376_5482"	"Contig79356"	"376"	"5482"	0.575685515953905
"Contig79373_1059_5564"	"Contig79373"	"1059"	"5564"	0.519672499244921
"Contig79407_740_5418"	"Contig79407"	"740"	"5418"	0.123858848078626
"Contig79441_1447_7193"	"Contig79441"	"1447"	"7193"	0.512898127971885
"Contig7946_2122_3161"	"Contig7946"	"2122"	"3161"	0.849099325019846
"Contig79474_783_8920"	"Contig79474"	"783"	"8920"	0.27359803371858
"Contig79655_593_4465"	"Contig79655"	"593"	"4465"	0.483955410961399
"Contig79661_860_20905"	"Contig79661"	"860"	"20905"	0.0444466477436179
"Contig79708_246_3826"	"Contig79708"	"246"	"3826"	0.680398309912607
"Contig79747_1720_16279"	"Contig79747"	"1720"	"16279"	0.0293410285969838
"Contig79766_1041_7719"	"Contig79766"	"1041"	"7719"	0.551261483633218
"Contig798_3842_6073"	"Contig798"	"3842"	"6073"	0.729644580738368
"Contig79859_2140_13451"	"Contig79859"	"2140"	"13451"	0.641519805561014
"Contig7986_4311_17320"	"Contig7986"	"4311"	"17320"	0.0446176741622476
"Contig79864_2429_3187"	"Contig79864"	"2429"	"3187"	0.576825143199533
"Contig79896_804_12331"	"Contig79896"	"804"	"12331"	0.521944143096066
"Contig8_11060_42290"	"Contig8"	"11060"	"42290"	0.0664596770310126
"Contig8_41162_75820"	"Contig8"	"41162"	"75820"	0.839636618866548
"Contig80_38483_56590"	"Contig80"	"38483"	"56590"	0.704947095576288
"Contig80016_2762_15841"	"Contig80016"	"2762"	"15841"	0.764710844602781
"Contig8012_13329_15458"	"Contig8012"	"13329"	"15458"	0.0287154313622817
"Contig8012_4709_11813"	"Contig8012"	"4709"	"11813"	0.626801855126251
"Contig80132_299_922"	"Contig80132"	"299"	"922"	0.410464456802132
"Contig80157_2396_8835"	"Contig80157"	"2396"	"8835"	0.189641020171967
"Contig80215_42_1338"	"Contig80215"	"42"	"1338"	0.673228747647458
"Contig80235_7_5786"	"Contig80235"	"7"	"5786"	0.482785989633031
"Contig80248_711_8523"	"Contig80248"	"711"	"8523"	0.372444428844387
"Contig80263_2617_11299"	"Contig80263"	"2617"	"11299"	0.170950456055168
"Contig80269_1159_2658"	"Contig80269"	"1159"	"2658"	0.222900063385024
"Contig80283_2012_6981"	"Contig80283"	"2012"	"6981"	0.21795240756066
"Contig80348_10905_12949"	"Contig80348"	"10905"	"12949"	0.753307821248945
"Contig80353_1071_7481"	"Contig80353"	"1071"	"7481"	0.778517782876342
"Contig80381_452_11214"	"Contig80381"	"452"	"11214"	0.573016954846937
"Contig80411_1533_3978"	"Contig80411"	"1533"	"3978"	0.205914994366769
"Contig80439_401_3585"	"Contig80439"	"401"	"3585"	0.748389699503595
"Contig80439_4029_8963"	"Contig80439"	"4029"	"8963"	0.351015110721769
"Contig80475_930_3416"	"Contig80475"	"930"	"3416"	0.414698105926675
"Contig80560_1124_6431"	"Contig80560"	"1124"	"6431"	0.353679073971396
"Contig806_5210_9443"	"Contig806"	"5210"	"9443"	0.154814837348692
"Contig806_9391_24384"	"Contig806"	"9391"	"24384"	0.621478878736097
"Contig8060_5433_7048"	"Contig8060"	"5433"	"7048"	0.5753047677281
"Contig80616_1895_8906"	"Contig80616"	"1895"	"8906"	0.193207034746297
"Contig80637_514_3232"	"Contig80637"	"514"	"3232"	0.449008714168575
"Contig80642_771_7051"	"Contig80642"	"771"	"7051"	0.18201973359048
"Contig80705_1407_11998"	"Contig80705"	"1407"	"11998"	0.240544274109196
"Contig80743_250_9157"	"Contig80743"	"250"	"9157"	0.0760222463728951
"Contig808_2165_27536"	"Contig808"	"2165"	"27536"	0.209304731383202
