"","contig_gene","start_gene_2kb","end_gene_2kb","chr","start","end","meth.diff"
"1162","Contig88109",9771,9773,"Contig88109",9771,9773,26.8904032860344
"1163","Contig88109",9818,9820,"Contig88109",9818,9820,45.7631257631258
"1164","Contig88493",2274,2276,"Contig88493",2274,2276,-30.1445530162319
"1165","Contig8938",4072,4074,"Contig8938",4072,4074,55.9649122807018
"1166","Contig89720",18258,18260,"Contig89720",18258,18260,67.037037037037
"1167","Contig90586",58,60,"Contig90586",58,60,-39.1581632653061
"1168","Contig90693",1447,1449,"Contig90693",1447,1449,-31.3953488372093
"1169","Contig91",18944,18946,"Contig91",18944,18946,26.4857504133839
"1170","Contig91340",2187,2189,"Contig91340",2187,2189,32.6428332776478
"1171","Contig92245",6034,6036,"Contig92245",6034,6036,-93.3333333333333
"1172","Contig92245",6054,6056,"Contig92245",6054,6056,-92.7083333333333
"1173","Contig92245",6067,6069,"Contig92245",6067,6069,-89.3203883495146
"1174","Contig92245",6121,6123,"Contig92245",6121,6123,-76.1904761904762
"1175","Contig92245",6144,6146,"Contig92245",6144,6146,-86.4197530864197
"1176","Contig92245",6219,6221,"Contig92245",6219,6221,-94.0476190476191
"1177","Contig92245",6228,6230,"Contig92245",6228,6230,-91.1111111111111
"1178","Contig92245",6278,6280,"Contig92245",6278,6280,-90
"1179","Contig92245",6287,6289,"Contig92245",6287,6289,-95.7142857142857
"1180","Contig92725",2709,2711,"Contig92725",2709,2711,31.6138763197587
"1181","Contig93113",1249,1251,"Contig93113",1249,1251,40.5772495755518
"1182","Contig94818",4885,4887,"Contig94818",4885,4887,-26.7609022556391
"1183","Contig952",25491,25493,"Contig952",25491,25493,28.9539227895392
"1184","Contig9585",1778,1780,"Contig9585",1778,1780,38.7867647058824
"1185","Contig9585",1943,1945,"Contig9585",1943,1945,-34.2934782608696
"1186","Contig97498",5020,5022,"Contig97498",5020,5022,41.255641521599
"1187","Contig97498",5020,5022,"Contig97498",5020,5022,41.255641521599
"1188","Contig98304",731,733,"Contig98304",731,733,26.9426289034132
"1189","Contig98427",81,83,"Contig98427",81,83,44.1895229429351
"1190","Contig98439",2773,2775,"Contig98439",2773,2775,-34.5438362260792
"1191","Contig98439",2787,2789,"Contig98439",2787,2789,-27.2233400402414
"1192","Contig99505",1430,1432,"Contig99505",1430,1432,-28.7241379310345
